numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI9305306ES,2025-09,3,4,5,4
EI9305306ES,2025-10,3,4,1,1
EI9305306ES,2025-11,4,5,4,5
EI9305306ES,2025-12,4,5,5,3
EI9305306ES,2026-01,5,1,4,3
EI1605657ES,2025-02,4,1,5,5
EI1605657ES,2025-03,2,4,4,3
EI1605657ES,2025-04,4,4,3,3
EI1605657ES,2025-05,2,5,1,5
EI1605657ES,2025-06,2,4,5,4
EI1605657ES,2025-07,5,3,2,4
EI1605657ES,2025-08,3,5,5,5
EI1605657ES,2025-09,3,5,4,4
EI1605657ES,2025-10,5,5,4,3
EI1605657ES,2025-11,4,4,5,2
EI1605657ES,2025-12,4,5,5,3
EI1605657ES,2026-01,4,5,3,4
EI9900866ES,2025-02,5,4,4,3
EI9900866ES,2025-03,4,3,4,5
EI9900866ES,2025-04,5,5,3,4
EI9900866ES,2025-05,5,3,5,4
EI9900866ES,2025-06,5,4,4,5
EI9900866ES,2025-07,3,4,3,5
EI9900866ES,2025-08,1,4,5,4
EI9900866ES,2025-09,3,3,5,5
EI9900866ES,2025-10,1,5,5,5
EI9900866ES,2025-11,3,5,4,5
EI9900866ES,2025-12,3,4,2,3
EI9900866ES,2026-01,3,4,3,3
EI9106093ES,2025-02,1,1,3,4
EI9106093ES,2025-03,3,4,3,2
EI9106093ES,2025-04,4,4,5,3
EI9106093ES,2025-05,4,5,3,2
EI9106093ES,2025-06,2,5,4,4
EI9106093ES,2025-07,3,3,4,3
EI9106093ES,2025-08,5,4,3,2
EI9106093ES,2025-09,3,4,3,3
EI9106093ES,2025-10,3,4,4,4
EI9106093ES,2025-11,1,5,5,4
EI9106093ES,2025-12,4,4,3,3
EI9106093ES,2026-01,5,5,5,5
EI1105261ES,2025-02,4,3,4,2
EI1105261ES,2025-03,3,5,4,5
EI1105261ES,2025-04,5,5,2,3
EI1105261ES,2025-05,5,4,4,3
EI1105261ES,2025-06,3,4,4,3
EI1105261ES,2025-07,5,4,1,5
EI1105261ES,2025-08,5,5,4,2
EI1105261ES,2025-09,3,3,1,1
EI1105261ES,2025-10,2,5,5,5
EI1105261ES,2025-11,5,5,5,2
EI1105261ES,2025-12,3,4,3,4
EI1105261ES,2026-01,3,3,3,3
EI9702840ES,2025-02,2,5,4,5
EI9702840ES,2025-03,2,4,3,4
EI9702840ES,2025-04,4,5,3,2
EI9702840ES,2025-05,5,4,2,4
EI9702840ES,2025-06,2,4,3,4
EI9702840ES,2025-07,4,2,4,3
EI9702840ES,2025-08,4,4,3,1
EI9702840ES,2025-09,3,3,2,4
EI9702840ES,2025-10,5,2,4,4
EI9702840ES,2025-11,2,2,4,5
EI9702840ES,2025-12,5,2,5,5
EI9702840ES,2026-01,2,3,3,5
EI1100754ES,2025-02,5,5,5,3
EI1100754ES,2025-03,5,2,2,1
EI1100754ES,2025-04,4,3,5,2
EI1100754ES,2025-05,4,3,4,4
EI1100754ES,2025-06,5,5,3,3
EI1100754ES,2025-07,3,4,5,3
EI1100754ES,2025-08,5,3,1,4
EI1100754ES,2025-09,5,2,4,5
EI1100754ES,2025-10,5,1,2,5
EI1100754ES,2025-11,3,2,4,5
EI1100754ES,2025-12,1,5,5,4
EI1100754ES,2026-01,4,5,5,4
EI1806187ES,2025-02,5,4,4,5
EI1806187ES,2025-03,3,5,5,3
EI1806187ES,2025-04,5,5,4,3
EI1806187ES,2025-05,5,1,2,4
EI1806187ES,2025-06,4,4,2,4
EI1806187ES,2025-07,4,4,2,3
EI1806187ES,2025-08,5,4,2,5
EI1806187ES,2025-09,5,3,4,4
EI1806187ES,2025-10,2,3,5,5
EI1806187ES,2025-11,2,2,5,4
EI1806187ES,2025-12,2,4,4,2
EI1806187ES,2026-01,3,3,5,4
EI0602072ES,2025-02,4,5,1,1
EI0602072ES,2025-03,5,3,5,3
EI0602072ES,2025-04,2,4,5,2
EI0602072ES,2025-05,3,5,5,5
EI0602072ES,2025-06,4,5,4,1
EI0602072ES,2025-07,1,4,2,5
EI0602072ES,2025-08,1,5,5,2
EI0602072ES,2025-09,4,4,4,5
EI0602072ES,2025-10,4,5,3,3
EI0602072ES,2025-11,2,4,2,5
EI0602072ES,2025-12,4,5,5,3
EI0602072ES,2026-01,2,4,3,5
EI0902118ES,2025-02,3,5,5,4
EI0902118ES,2025-03,5,4,5,4
EI0902118ES,2025-04,2,2,2,4
EI0902118ES,2025-05,1,4,5,4
EI0902118ES,2025-06,5,3,5,5
EI0902118ES,2025-07,2,5,4,2
EI0902118ES,2025-08,4,4,2,2
EI0902118ES,2025-09,4,3,5,3
EI0902118ES,2025-10,5,3,5,4
EI0902118ES,2025-11,4,3,1,3
EI0902118ES,2025-12,1,4,3,5
EI0902118ES,2026-01,4,2,4,5
EI1101288ES,2025-02,3,5,4,5
EI1101288ES,2025-03,4,3,5,4
EI1101288ES,2025-04,2,2,2,3
EI1101288ES,2025-05,5,4,5,1
EI1101288ES,2025-06,3,5,4,1
EI1101288ES,2025-07,4,5,5,5
EI1101288ES,2025-08,4,3,5,2
EI1101288ES,2025-09,3,2,3,5
EI1101288ES,2025-10,4,4,4,3
EI1101288ES,2025-11,5,5,3,3
EI1101288ES,2025-12,3,4,3,5
EI1101288ES,2026-01,3,4,4,4
EI1301876ES,2025-02,3,4,5,5
EI1301876ES,2025-03,4,3,4,4
EI1301876ES,2025-04,3,4,4,5
EI1301876ES,2025-05,3,4,4,5
EI1301876ES,2025-06,4,4,4,5
EI1301876ES,2025-07,2,3,4,4
EI1301876ES,2025-08,5,4,2,2
EI1301876ES,2025-09,3,4,1,4
EI1301876ES,2025-10,5,5,5,2
EI1301876ES,2025-11,3,5,2,3
EI1301876ES,2025-12,5,5,3,3
EI1301876ES,2026-01,5,3,2,5
EI0000818ES,2025-02,5,5,2,3
EI0000818ES,2025-03,5,2,2,3
EI0000818ES,2025-04,3,2,5,4
EI0000818ES,2025-05,5,5,3,4
EI0000818ES,2025-06,4,5,4,5
EI0000818ES,2025-07,4,4,4,4
EI0000818ES,2025-08,4,4,4,5
EI0000818ES,2025-09,5,5,4,3
EI0000818ES,2025-10,5,2,4,5
EI0000818ES,2025-11,3,5,2,5
EI0000818ES,2025-12,5,3,5,5
EI0000818ES,2026-01,4,1,5,4
EI2302032ES,2025-02,5,3,5,1
EI2302032ES,2025-03,4,3,4,4
EI2302032ES,2025-04,3,3,5,2
EI2302032ES,2025-05,5,4,5,5
EI2302032ES,2025-06,3,2,5,5
EI2302032ES,2025-07,4,4,5,5
EI2302032ES,2025-08,2,5,4,3
EI2302032ES,2025-09,5,4,5,4
EI2302032ES,2025-10,4,4,4,3
EI2302032ES,2025-11,3,4,4,4
EI2302032ES,2025-12,5,4,4,4
EI2302032ES,2026-01,5,5,4,5
EI9102381ES,2025-02,3,4,5,4
EI9102381ES,2025-03,4,3,5,5
EI9102381ES,2025-04,2,5,2,4
EI9102381ES,2025-05,4,5,4,3
EI9102381ES,2025-06,4,5,4,4
EI9102381ES,2025-07,5,2,5,5
EI9102381ES,2025-08,2,4,3,4
EI9102381ES,2025-09,3,1,4,5
EI9102381ES,2025-10,3,2,4,4
EI9102381ES,2025-11,3,2,4,5
EI9102381ES,2025-12,5,4,3,4
EI9102381ES,2026-01,4,3,4,4
EI9803197ES,2025-02,5,4,3,4
EI9803197ES,2025-03,4,2,3,4
EI9803197ES,2025-04,3,4,4,4
EI9803197ES,2025-05,4,4,4,4
EI9803197ES,2025-06,3,5,1,5
EI9803197ES,2025-07,1,3,4,4
EI9803197ES,2025-08,3,5,1,5
EI9803197ES,2025-09,5,4,2,4
EI9803197ES,2025-10,5,5,5,2
EI9803197ES,2025-11,3,4,3,1
EI9803197ES,2025-12,3,5,4,3
EI9803197ES,2026-01,2,3,5,3
EI2602919ES,2025-02,3,5,4,4
EI2602919ES,2025-03,2,2,4,3
EI2602919ES,2025-04,5,4,4,3
EI2602919ES,2025-05,2,3,4,1
EI2602919ES,2025-06,5,4,4,2
EI2602919ES,2025-07,5,2,4,4
EI2602919ES,2025-08,2,4,4,3
EI2602919ES,2025-09,3,2,2,5
EI2602919ES,2025-10,3,2,4,2
EI2602919ES,2025-11,2,1,5,5
EI2602919ES,2025-12,4,4,3,4
EI2602919ES,2026-01,4,4,5,2
EI9006487ES,2025-02,4,1,5,2
EI9006487ES,2025-03,3,3,5,5
EI9006487ES,2025-04,4,5,3,3
EI9006487ES,2025-05,3,4,5,5
EI9006487ES,2025-06,4,3,4,2
EI9006487ES,2025-07,3,4,4,4
EI9006487ES,2025-08,4,5,3,5
EI9006487ES,2025-09,3,4,5,4
EI9006487ES,2025-10,5,3,5,4
EI9006487ES,2025-11,2,4,5,3
EI9006487ES,2025-12,4,4,4,4
EI9006487ES,2026-01,2,4,2,4
EI9000146ES,2025-02,5,4,4,5
EI9000146ES,2025-03,3,3,3,4
EI9000146ES,2025-04,5,2,3,2
EI9000146ES,2025-05,5,5,5,5
EI9000146ES,2025-06,5,4,4,1
EI9000146ES,2025-07,4,3,2,4
EI9000146ES,2025-08,2,3,4,5
EI9000146ES,2025-09,1,2,2,5
EI9000146ES,2025-10,2,4,4,4
EI9000146ES,2025-11,5,3,4,3
EI9000146ES,2025-12,2,3,5,5
EI9000146ES,2026-01,5,4,5,4
EI0104247ES,2025-02,1,3,4,5
EI0104247ES,2025-03,5,5,4,4
EI0104247ES,2025-04,4,5,3,4
EI0104247ES,2025-05,5,5,5,1
EI0104247ES,2025-06,3,4,4,5
EI0104247ES,2025-07,2,2,5,4
EI0104247ES,2025-08,4,4,5,4
EI0104247ES,2025-09,3,4,1,4
EI0104247ES,2025-10,5,4,4,4
EI0104247ES,2025-11,5,4,4,5
EI0104247ES,2025-12,4,2,3,4
EI0104247ES,2026-01,4,1,1,1
EI2604060ES,2025-02,5,4,3,4
EI2604060ES,2025-03,4,4,2,2
EI2604060ES,2025-04,3,5,3,4
EI2604060ES,2025-05,1,4,5,3
EI2604060ES,2025-06,5,4,4,2
EI2604060ES,2025-07,5,3,4,4
EI2604060ES,2025-08,3,2,5,5
EI2604060ES,2025-09,5,5,5,3
EI2604060ES,2025-10,5,3,4,4
EI2604060ES,2025-11,2,5,4,4
EI2604060ES,2025-12,4,1,5,5
EI2604060ES,2026-01,3,2,5,5
EI9603504ES,2025-02,5,3,3,2
EI9603504ES,2025-03,5,3,2,1
EI9603504ES,2025-04,4,2,5,4
EI9603504ES,2025-05,5,5,3,4
EI9603504ES,2025-06,3,4,2,4
EI9603504ES,2025-07,4,1,5,5
EI9603504ES,2025-08,5,4,5,3
EI9603504ES,2025-09,3,2,4,4
EI9603504ES,2025-10,3,4,4,4
EI9603504ES,2025-11,4,3,5,4
EI9603504ES,2025-12,4,4,5,5
EI9603504ES,2026-01,5,3,3,2
EI9501467ES,2025-02,5,2,2,5
EI9501467ES,2025-03,4,5,1,4
EI9501467ES,2025-04,4,4,2,3
EI9501467ES,2025-05,5,4,1,3
EI9501467ES,2025-06,4,5,5,5
EI9501467ES,2025-07,4,5,4,4
EI9501467ES,2025-08,3,5,5,5
EI9501467ES,2025-09,3,3,5,2
EI9501467ES,2025-10,4,3,4,2
EI9501467ES,2025-11,2,3,4,3
EI9501467ES,2025-12,4,3,3,5
EI9501467ES,2026-01,2,3,4,5
EI1505038ES,2025-02,5,4,2,4
EI1505038ES,2025-03,3,4,4,2
EI1505038ES,2025-04,5,5,3,3
EI1505038ES,2025-05,4,4,2,4
EI1505038ES,2025-06,4,5,5,2
EI1505038ES,2025-07,5,3,3,5
EI1505038ES,2025-08,3,4,5,3
EI1505038ES,2025-09,4,4,4,4
EI1505038ES,2025-10,4,3,5,5
EI1505038ES,2025-11,5,4,4,3
EI1505038ES,2025-12,5,3,5,4
EI1505038ES,2026-01,4,5,2,1
EI2103427ES,2025-02,5,3,5,4
EI2103427ES,2025-03,4,5,5,3
EI2103427ES,2025-04,1,5,3,3
EI2103427ES,2025-05,4,5,4,3
EI2103427ES,2025-06,4,5,5,5
EI2103427ES,2025-07,5,5,4,5
EI2103427ES,2025-08,5,3,3,3
EI2103427ES,2025-09,3,1,2,3
EI2103427ES,2025-10,1,5,5,4
EI2103427ES,2025-11,5,5,2,2
EI2103427ES,2025-12,5,4,5,4
EI2103427ES,2026-01,4,4,2,5
EI9005314ES,2025-02,4,4,5,4
EI9005314ES,2025-03,3,3,1,4
EI9005314ES,2025-04,4,4,4,1
EI9005314ES,2025-05,4,3,3,3
EI9005314ES,2025-06,4,5,3,5
EI9005314ES,2025-07,4,5,3,5
EI9005314ES,2025-08,3,5,3,4
EI9005314ES,2025-09,3,2,4,4
EI9005314ES,2025-10,3,3,5,5
EI9005314ES,2025-11,5,4,2,5
EI9005314ES,2025-12,5,3,5,5
EI9005314ES,2026-01,3,2,5,3
EI9900987ES,2025-02,5,2,4,4
EI9900987ES,2025-03,5,5,4,5
EI9900987ES,2025-04,3,5,2,5
EI9900987ES,2025-05,2,3,5,5
EI9900987ES,2025-06,3,4,3,4
EI9900987ES,2025-07,4,4,5,4
EI9900987ES,2025-08,4,4,4,4
EI9900987ES,2025-09,4,4,5,5
EI9900987ES,2025-10,3,5,3,3
EI9900987ES,2025-11,4,4,5,3
EI9900987ES,2025-12,4,5,5,5
EI9900987ES,2026-01,4,1,3,5
EI0103591ES,2025-02,5,5,3,4
EI0103591ES,2025-03,5,4,3,4
EI0103591ES,2025-04,2,2,1,4
EI0103591ES,2025-05,5,5,3,5
EI0103591ES,2025-06,5,3,4,2
EI0103591ES,2025-07,4,5,3,4
EI0103591ES,2025-08,2,5,5,3
EI0103591ES,2025-09,4,5,4,3
EI0103591ES,2025-10,5,5,2,3
EI0103591ES,2025-11,2,4,4,4
EI0103591ES,2025-12,4,3,1,5
EI0103591ES,2026-01,2,2,5,2
EI2603005ES,2025-02,5,5,4,5
EI2603005ES,2025-03,5,4,4,4
EI2603005ES,2025-04,3,4,5,4
EI2603005ES,2025-05,5,5,4,3
EI2603005ES,2025-06,3,5,5,5
EI2603005ES,2025-07,5,3,4,4
EI2603005ES,2025-08,4,5,5,5
EI2603005ES,2025-09,5,4,3,4
EI2603005ES,2025-10,3,4,2,3
EI2603005ES,2025-11,5,5,5,5
EI2603005ES,2025-12,3,3,4,3
EI2603005ES,2026-01,3,4,1,5
EI1904667ES,2025-02,5,4,4,4
EI1904667ES,2025-03,4,5,5,4
EI1904667ES,2025-04,3,4,3,3
EI1904667ES,2025-05,4,5,5,1
EI1904667ES,2025-06,3,5,2,4
EI1904667ES,2025-07,4,4,5,4
EI1904667ES,2025-08,2,4,5,5
EI1904667ES,2025-09,4,4,5,4
EI1904667ES,2025-10,3,3,4,4
EI1904667ES,2025-11,3,4,3,3
EI1904667ES,2025-12,4,5,2,2
EI1904667ES,2026-01,5,4,4,3
EI1003218ES,2025-02,2,4,4,3
EI1003218ES,2025-03,2,4,2,5
EI1003218ES,2025-04,3,4,5,3
EI1003218ES,2025-05,4,3,4,5
EI1003218ES,2025-06,4,1,4,2
EI1003218ES,2025-07,4,3,2,3
EI1003218ES,2025-08,4,5,5,5
EI1003218ES,2025-09,3,2,4,3
EI1003218ES,2025-10,5,4,4,3
EI1003218ES,2025-11,4,3,3,4
EI1003218ES,2025-12,2,1,4,4
EI1003218ES,2026-01,5,4,4,4
EI9501210ES,2025-02,4,3,2,3
EI9501210ES,2025-03,4,4,3,3
EI9501210ES,2025-04,3,3,4,3
EI9501210ES,2025-05,3,3,5,5
EI9501210ES,2025-06,3,4,4,4
EI9501210ES,2025-07,1,3,4,4
EI9501210ES,2025-08,4,1,3,4
EI9501210ES,2025-09,2,4,2,5
EI9501210ES,2025-10,4,3,4,5
EI9501210ES,2025-11,5,5,4,4
EI9501210ES,2025-12,5,4,5,4
EI9501210ES,2026-01,5,4,5,4
EI9300652ES,2025-02,1,4,1,3
EI9300652ES,2025-03,5,4,1,2
EI9300652ES,2025-04,1,2,5,4
EI9300652ES,2025-05,4,4,4,5
EI9300652ES,2025-06,4,5,4,3
EI9300652ES,2025-07,4,4,4,2
EI9300652ES,2025-08,3,4,3,5
EI9300652ES,2025-09,4,3,5,5
EI9300652ES,2025-10,5,5,4,4
EI9300652ES,2025-11,2,5,1,5
EI9300652ES,2025-12,5,4,4,5
EI9300652ES,2026-01,4,5,4,3
EI1905007ES,2025-02,4,4,3,5
EI1905007ES,2025-03,5,5,5,2
EI1905007ES,2025-04,4,5,4,5
EI1905007ES,2025-05,5,5,3,2
EI1905007ES,2025-06,3,4,5,5
EI1905007ES,2025-07,2,3,3,3
EI1905007ES,2025-08,5,2,3,2
EI1905007ES,2025-09,5,3,5,5
EI1905007ES,2025-10,4,4,5,2
EI1905007ES,2025-11,3,5,3,4
EI1905007ES,2025-12,5,3,3,4
EI1905007ES,2026-01,4,4,2,3
EI9704980ES,2025-02,2,5,3,5
EI9704980ES,2025-03,4,3,3,4
EI9704980ES,2025-04,4,5,4,4
EI9704980ES,2025-05,4,2,5,3
EI9704980ES,2025-06,4,4,2,5
EI9704980ES,2025-07,5,1,4,4
EI9704980ES,2025-08,4,4,4,3
EI9704980ES,2025-09,4,5,5,5
EI9704980ES,2025-10,1,5,3,2
EI9704980ES,2025-11,4,2,3,2
EI9704980ES,2025-12,4,4,5,4
EI9704980ES,2026-01,5,4,4,4
EI0106046ES,2025-02,4,4,4,4
EI0106046ES,2025-03,4,3,5,2
EI0106046ES,2025-04,3,4,2,5
EI0106046ES,2025-05,5,4,1,4
EI0106046ES,2025-06,5,4,4,4
EI0106046ES,2025-07,2,4,4,4
EI0106046ES,2025-08,1,4,2,3
EI0106046ES,2025-09,2,2,3,5
EI0106046ES,2025-10,5,4,3,5
EI0106046ES,2025-11,5,4,3,4
EI0106046ES,2025-12,4,5,4,3
EI0106046ES,2026-01,4,3,5,4
EI9703976ES,2025-02,2,5,4,4
EI9703976ES,2025-03,4,4,2,4
EI9703976ES,2025-04,3,2,3,1
EI9703976ES,2025-05,5,4,4,3
EI9703976ES,2025-06,5,4,4,3
EI9703976ES,2025-07,4,5,5,2
EI9703976ES,2025-08,3,3,4,5
EI9703976ES,2025-09,5,2,3,4
EI9703976ES,2025-10,5,3,5,3
EI9703976ES,2025-11,3,3,5,2
EI9703976ES,2025-12,5,3,2,4
EI9703976ES,2026-01,2,5,3,4
EI1601623ES,2025-02,5,3,3,3
EI1601623ES,2025-03,4,4,3,1
EI1601623ES,2025-04,5,1,4,4
EI1601623ES,2025-05,4,5,4,5
EI1601623ES,2025-06,4,5,4,5
EI1601623ES,2025-07,1,4,3,4
EI1601623ES,2025-08,5,5,5,4
EI1601623ES,2025-09,3,5,4,3
EI1601623ES,2025-10,4,5,5,4
EI1601623ES,2025-11,4,4,5,4
EI1601623ES,2025-12,4,5,2,3
EI1601623ES,2026-01,4,3,2,4
EI9605249ES,2025-02,5,3,3,3
EI9605249ES,2025-03,5,4,5,2
EI9605249ES,2025-04,3,2,4,4
EI9605249ES,2025-05,1,4,4,5
EI9605249ES,2025-06,4,5,4,4
EI9605249ES,2025-07,3,5,3,3
EI9605249ES,2025-08,1,5,4,4
EI9605249ES,2025-09,2,4,3,5
EI9605249ES,2025-10,3,3,5,4
EI9605249ES,2025-11,3,2,2,2
EI9605249ES,2025-12,5,3,5,2
EI9605249ES,2026-01,4,2,4,5
EI0403436ES,2025-02,3,4,2,5
EI0403436ES,2025-03,4,4,4,5
EI0403436ES,2025-04,2,4,4,4
EI0403436ES,2025-05,1,5,5,5
EI0403436ES,2025-06,5,4,1,3
EI0403436ES,2025-07,5,4,5,4
EI0403436ES,2025-08,2,2,1,4
EI0403436ES,2025-09,5,4,2,4
EI0403436ES,2025-10,5,4,2,4
EI0403436ES,2025-11,5,4,2,4
EI0403436ES,2025-12,4,2,4,4
EI0403436ES,2026-01,5,4,5,4
EI1702842ES,2025-02,4,4,3,4
EI1702842ES,2025-03,1,5,3,2
EI1702842ES,2025-04,4,4,5,2
EI1702842ES,2025-05,2,5,4,4
EI1702842ES,2025-06,5,4,2,4
EI1702842ES,2025-07,3,4,4,5
EI1702842ES,2025-08,5,3,4,4
EI1702842ES,2025-09,2,5,4,2
EI1702842ES,2025-10,5,4,5,5
EI1702842ES,2025-11,4,2,5,3
EI1702842ES,2025-12,5,1,5,5
EI1702842ES,2026-01,3,2,5,2
EI0300474ES,2025-02,5,4,2,5
EI0300474ES,2025-03,4,2,3,3
EI0300474ES,2025-04,4,5,5,4
EI0300474ES,2025-05,4,4,1,1
EI0300474ES,2025-06,3,4,5,3
EI0300474ES,2025-07,5,5,5,4
EI0300474ES,2025-08,5,4,4,2
EI0300474ES,2025-09,2,3,1,5
EI0300474ES,2025-10,2,1,3,4
EI0300474ES,2025-11,5,4,5,5
EI0300474ES,2025-12,3,2,1,5
EI0300474ES,2026-01,1,4,5,1
EI2204263ES,2025-02,5,3,2,4
EI2204263ES,2025-03,4,4,4,2
EI2204263ES,2025-04,4,3,3,4
EI2204263ES,2025-05,4,5,5,3
EI2204263ES,2025-06,2,3,3,4
EI2204263ES,2025-07,3,5,3,5
EI2204263ES,2025-08,5,5,5,3
EI2204263ES,2025-09,4,3,4,4
EI2204263ES,2025-10,4,5,3,4
EI2204263ES,2025-11,2,5,5,4
EI2204263ES,2025-12,5,3,2,3
EI2204263ES,2026-01,4,4,5,4
EI9604892ES,2025-02,2,3,4,2
EI9604892ES,2025-03,4,5,4,5
EI9604892ES,2025-04,5,4,5,4
EI9604892ES,2025-05,4,5,4,2
EI9604892ES,2025-06,5,5,1,5
EI9604892ES,2025-07,2,2,5,3
EI9604892ES,2025-08,5,4,3,4
EI9604892ES,2025-09,4,4,4,4
EI9604892ES,2025-10,4,5,5,4
EI9604892ES,2025-11,3,5,3,3
EI9604892ES,2025-12,3,4,5,2
EI9604892ES,2026-01,5,4,4,5
EI0702782ES,2025-02,5,4,5,5
EI0702782ES,2025-03,4,2,4,2
EI0702782ES,2025-04,3,4,4,4
EI0702782ES,2025-05,3,4,4,3
EI0702782ES,2025-06,4,3,3,1
EI0702782ES,2025-07,5,1,3,4
EI0702782ES,2025-08,4,5,5,5
EI0702782ES,2025-09,4,3,5,5
EI0702782ES,2025-10,5,2,4,3
EI0702782ES,2025-11,5,4,5,4
EI0702782ES,2025-12,5,4,3,4
EI0702782ES,2026-01,1,4,4,3
EI1804596ES,2025-02,3,5,3,3
EI1804596ES,2025-03,4,4,4,4
EI1804596ES,2025-04,4,4,3,3
EI1804596ES,2025-05,3,3,3,5
EI1804596ES,2025-06,3,3,5,4
EI1804596ES,2025-07,2,4,3,4
EI1804596ES,2025-08,5,5,5,1
EI1804596ES,2025-09,4,4,4,2
EI1804596ES,2025-10,4,3,4,4
EI1804596ES,2025-11,5,4,5,5
EI1804596ES,2025-12,4,4,4,3
EI1804596ES,2026-01,3,4,4,4
EI1402220ES,2025-02,4,4,4,5
EI1402220ES,2025-03,4,4,5,4
EI1402220ES,2025-04,3,5,1,3
EI1402220ES,2025-05,3,4,4,4
EI1402220ES,2025-06,3,4,3,4
EI1402220ES,2025-07,2,3,4,2
EI1402220ES,2025-08,3,3,4,1
EI1402220ES,2025-09,4,5,3,5
EI1402220ES,2025-10,5,4,5,5
EI1402220ES,2025-11,2,5,3,4
EI1402220ES,2025-12,4,3,3,4
EI1402220ES,2026-01,4,4,5,5
EI0404431ES,2025-02,3,3,2,4
EI0404431ES,2025-03,3,2,5,5
EI0404431ES,2025-04,5,4,3,4
EI0404431ES,2025-05,5,5,4,3
EI0404431ES,2025-06,1,5,5,3
EI0404431ES,2025-07,5,4,4,5
EI0404431ES,2025-08,3,3,5,4
EI0404431ES,2025-09,1,3,5,4
EI0404431ES,2025-10,3,5,4,4
EI0404431ES,2025-11,4,4,4,2
EI0404431ES,2025-12,4,4,4,5
EI0404431ES,2026-01,3,5,3,4
EI1300231ES,2025-02,3,3,4,3
EI1300231ES,2025-03,4,5,5,4
EI1300231ES,2025-04,5,3,4,2
EI1300231ES,2025-05,4,3,5,4
EI1300231ES,2025-06,3,5,5,2
EI1300231ES,2025-07,5,4,4,4
EI1300231ES,2025-08,5,4,4,4
EI1300231ES,2025-09,2,5,4,5
EI1300231ES,2025-10,3,4,4,4
EI1300231ES,2025-11,4,2,4,4
EI1300231ES,2025-12,1,4,2,3
EI1300231ES,2026-01,1,2,3,5
EI1404022ES,2025-02,4,3,4,4
EI1404022ES,2025-03,4,5,2,5
EI1404022ES,2025-04,4,3,5,3
EI1404022ES,2025-05,1,3,5,4
EI1404022ES,2025-06,3,4,4,4
EI1404022ES,2025-07,3,4,3,5
EI1404022ES,2025-08,4,5,1,5
EI1404022ES,2025-09,2,3,4,5
EI1404022ES,2025-10,5,5,3,4
EI1404022ES,2025-11,3,5,3,4
EI1404022ES,2025-12,5,5,3,5
EI1404022ES,2026-01,5,4,3,4
EI0704194ES,2025-02,5,5,3,1
EI0704194ES,2025-03,4,4,1,1
EI0704194ES,2025-04,3,4,5,5
EI0704194ES,2025-05,3,1,4,3
EI0704194ES,2025-06,5,2,3,4
EI0704194ES,2025-07,5,5,1,5
EI0704194ES,2025-08,5,4,4,5
EI0704194ES,2025-09,5,5,4,2
EI0704194ES,2025-10,3,4,2,5
EI0704194ES,2025-11,3,5,4,2
EI0704194ES,2025-12,4,5,2,3
EI0704194ES,2026-01,5,4,3,4
EI1406711ES,2025-02,3,4,5,2
EI1406711ES,2025-03,1,4,4,3
EI1406711ES,2025-04,1,5,4,4
EI1406711ES,2025-05,4,3,3,5
EI1406711ES,2025-06,5,5,5,4
EI1406711ES,2025-07,3,4,1,4
EI1406711ES,2025-08,4,4,4,3
EI1406711ES,2025-09,4,3,1,2
EI1406711ES,2025-10,2,4,5,1
EI1406711ES,2025-11,2,3,5,1
EI1406711ES,2025-12,4,5,1,4
EI1406711ES,2026-01,4,5,3,4
EI9303420ES,2025-02,4,3,4,4
EI9303420ES,2025-03,3,4,4,4
EI9303420ES,2025-04,5,5,5,4
EI9303420ES,2025-05,2,5,5,2
EI9303420ES,2025-06,3,1,3,4
EI9303420ES,2025-07,3,4,4,2
EI9303420ES,2025-08,5,4,3,5
EI9303420ES,2025-09,5,4,5,3
EI9303420ES,2025-10,4,5,3,5
EI9303420ES,2025-11,5,4,4,2
EI9303420ES,2025-12,3,4,4,4
EI9303420ES,2026-01,2,3,3,5
EI1102222ES,2025-02,5,2,3,3
EI1102222ES,2025-03,5,3,4,4
EI1102222ES,2025-04,4,4,3,3
EI1102222ES,2025-05,4,4,4,5
EI1102222ES,2025-06,4,5,4,4
EI1102222ES,2025-07,4,5,3,4
EI1102222ES,2025-08,5,3,4,5
EI1102222ES,2025-09,4,5,5,4
EI1102222ES,2025-10,5,4,3,5
EI1102222ES,2025-11,4,4,4,5
EI1102222ES,2025-12,4,5,1,5
EI1102222ES,2026-01,5,3,4,4
EI1100436ES,2025-02,5,4,4,5
EI1100436ES,2025-03,3,3,3,4
EI1100436ES,2025-04,3,3,3,5
EI1100436ES,2025-05,4,3,4,4
EI1100436ES,2025-06,4,5,3,3
EI1100436ES,2025-07,2,4,4,1
EI1100436ES,2025-08,5,4,2,3
EI1100436ES,2025-09,4,5,5,5
EI1100436ES,2025-10,4,5,4,4
EI1100436ES,2025-11,3,2,5,2
EI1100436ES,2025-12,4,3,4,4
EI1100436ES,2026-01,4,2,5,3
EI0206029ES,2025-02,4,4,5,3
EI0206029ES,2025-03,1,5,4,1
EI0206029ES,2025-04,5,5,5,2
EI0206029ES,2025-05,4,2,4,2
EI0206029ES,2025-06,5,2,3,1
EI0206029ES,2025-07,4,4,2,2
EI0206029ES,2025-08,3,3,2,3
EI0206029ES,2025-09,5,4,4,3
EI0206029ES,2025-10,3,4,4,3
EI0206029ES,2025-11,4,1,3,4
EI0206029ES,2025-12,5,5,4,2
