numero_empleado,cbi_item_1,cbi_item_2,cbi_item_3,cbi_item_4,cbi_item_5,cbi_item_6,cbi_item_7,cbi_item_8,cbi_item_9,cbi_item_10,cbi_item_11,cbi_item_12,cbi_item_13,cbi_item_14,cbi_item_15,cbi_item_16,cbi_item_17,cbi_item_18,cbi_item_19,timestamp_respuesta
EI2401471ES,A menudo,A menudo,Siempre,Siempre,A veces,Raramente,A veces,A menudo,Raramente,A veces,A veces,A veces,A menudo,A menudo,Nunca,Raramente,Raramente,A veces,Nunca,2026-03-22 12:45:00
EI2404800ES,Raramente,A veces,Siempre,A veces,A menudo,Raramente,A menudo,Nunca,A menudo,A veces,A veces,A veces,A menudo,Raramente,Raramente,A menudo,Siempre,A menudo,A veces,2026-07-13 02:08:36
EI9304071ES,Siempre,Raramente,A veces,A menudo,Raramente,Nunca,A menudo,Raramente,Nunca,A menudo,Siempre,A menudo,A veces,Raramente,Raramente,Raramente,A veces,A menudo,Siempre,2026-01-24 10:41:11
EI0805309ES,A veces,A menudo,A menudo,Raramente,Siempre,A veces,Raramente,A veces,A menudo,Siempre,Raramente,Raramente,A menudo,Siempre,Raramente,A menudo,Raramente,Raramente,A menudo,2026-03-03 07:19:02
EI2303344ES,Siempre,Nunca,Raramente,Raramente,A veces,A menudo,Raramente,Nunca,A veces,Siempre,Siempre,A menudo,A menudo,A veces,Nunca,A menudo,A menudo,Raramente,A veces,2026-02-20 14:53:29
EI0704993ES,Nunca,Nunca,Raramente,Siempre,A veces,A veces,A menudo,Raramente,A veces,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces,A menudo,A menudo,Nunca,2026-12-16 14:26:55
EI2404584ES,Raramente,Nunca,Raramente,Siempre,A veces,Nunca,Siempre,A veces,Siempre,A veces,A veces,A menudo,Raramente,Raramente,A veces,A menudo,A menudo,A menudo,A veces,2026-09-11 16:55:28
EI2303673ES,A veces,Raramente,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,A menudo,Siempre,A veces,A veces,Siempre,A veces,A menudo,Nunca,A menudo,2026-06-30 05:22:34
EI0300560ES,Raramente,A menudo,Siempre,Siempre,A veces,A veces,Raramente,A veces,A veces,A veces,A menudo,Nunca,A menudo,Siempre,Nunca,Siempre,Nunca,Siempre,Nunca,2026-09-03 00:01:18
EI1805238ES,A veces,Siempre,Raramente,A veces,A veces,Nunca,Siempre,Raramente,Raramente,Siempre,A menudo,A veces,Raramente,A veces,Siempre,A menudo,Raramente,A menudo,A veces,2026-08-13 04:01:23
EI0105216ES,Nunca,A veces,A menudo,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,A menudo,A veces,Raramente,A menudo,A veces,Nunca,Siempre,A veces,Nunca,2026-03-21 16:18:24
EI9502850ES,Raramente,A veces,Siempre,Nunca,Raramente,Nunca,Raramente,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,A menudo,A veces,Raramente,Nunca,Siempre,A menudo,2026-10-22 17:03:55
EI9700513ES,Nunca,Raramente,Raramente,Nunca,Raramente,A veces,A menudo,Nunca,Raramente,Siempre,A veces,Siempre,A veces,A menudo,Nunca,Siempre,Siempre,A veces,Raramente,2026-02-22 15:59:10
EI1004730ES,A veces,Nunca,A menudo,A veces,Siempre,Raramente,Raramente,Siempre,A menudo,A menudo,A veces,Raramente,Raramente,Raramente,A menudo,Raramente,Nunca,A menudo,Raramente,2026-08-09 07:45:17
EI9401082ES,Siempre,A veces,A menudo,Siempre,A veces,Raramente,Siempre,Siempre,A veces,A menudo,Raramente,A veces,Raramente,A veces,A veces,A veces,A veces,Nunca,Raramente,2026-06-16 00:20:15
EI9201665ES,A veces,A menudo,Raramente,A menudo,A veces,Siempre,A veces,Raramente,Siempre,A menudo,A menudo,A menudo,Raramente,A veces,Nunca,Raramente,A veces,Siempre,A menudo,2026-07-30 10:45:48
EI9901013ES,Siempre,A menudo,Nunca,A veces,Siempre,Nunca,Raramente,Siempre,Siempre,Siempre,A menudo,A menudo,A veces,Raramente,A veces,A menudo,A veces,Raramente,Nunca,2026-04-02 16:41:39
EI9701932ES,A veces,Siempre,A menudo,A veces,A menudo,A menudo,A veces,A menudo,Raramente,Siempre,A veces,Raramente,A menudo,Nunca,A veces,A veces,Siempre,A veces,Raramente,2026-03-22 20:44:01
EI2201151ES,A veces,A veces,A menudo,A veces,Nunca,A veces,A menudo,Nunca,A veces,Nunca,Siempre,Raramente,Siempre,Nunca,A veces,Nunca,A veces,A veces,A menudo,2026-11-08 00:51:22
EI1502839ES,A veces,A veces,A veces,Nunca,A veces,Raramente,Nunca,A veces,A veces,Raramente,Siempre,A menudo,Raramente,Siempre,Raramente,A menudo,A veces,Siempre,Raramente,2026-12-19 10:42:29
EI0505950ES,Siempre,Raramente,Raramente,Raramente,Nunca,A veces,Siempre,A veces,Raramente,Nunca,Raramente,Raramente,Siempre,A menudo,Siempre,Raramente,A veces,Nunca,Raramente,2026-04-18 18:37:52
EI0200117ES,A menudo,A veces,Siempre,Siempre,A veces,Raramente,A veces,A veces,A menudo,A veces,A veces,A menudo,Raramente,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,2026-10-08 22:54:14
EI1300741ES,A veces,Nunca,A veces,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Raramente,Siempre,Raramente,A veces,A veces,A menudo,A menudo,A veces,A veces,A menudo,2026-02-21 17:44:02
EI2406719ES,Nunca,A veces,Nunca,Raramente,Siempre,A menudo,A veces,A veces,A veces,Raramente,A veces,Siempre,Raramente,Siempre,Raramente,A menudo,Raramente,A veces,Siempre,2026-07-28 16:48:56
EI9206071ES,A menudo,Raramente,A menudo,Raramente,Raramente,Siempre,A veces,A veces,Siempre,Raramente,A menudo,Raramente,A veces,Nunca,Raramente,Siempre,A menudo,A menudo,A veces,2026-07-23 04:55:59
EI0205178ES,A veces,Siempre,Nunca,A menudo,A veces,A veces,A veces,A menudo,Raramente,Siempre,A menudo,A veces,A veces,Raramente,A veces,A menudo,Nunca,A menudo,Raramente,2026-03-27 15:57:42
EI9903676ES,Raramente,Raramente,Nunca,Raramente,Siempre,Raramente,A menudo,Raramente,A menudo,A veces,A menudo,Siempre,A menudo,Siempre,A veces,A veces,Nunca,A veces,A menudo,2026-01-18 05:14:12
EI9005907ES,A veces,A veces,A menudo,A veces,A veces,A menudo,A veces,A menudo,A veces,A veces,A menudo,A veces,Siempre,A menudo,Raramente,Nunca,A veces,Siempre,Siempre,2026-06-28 11:21:35
EI2000831ES,A menudo,A menudo,Raramente,A veces,Raramente,A veces,Siempre,Siempre,Nunca,A veces,A veces,A menudo,Siempre,Siempre,Siempre,A menudo,Raramente,Siempre,A menudo,2026-05-07 02:36:59
EI0500120ES,A veces,A menudo,A menudo,A menudo,Raramente,A menudo,Siempre,A menudo,A veces,A veces,A veces,A menudo,A veces,A veces,A veces,Nunca,A menudo,Raramente,Raramente,2026-07-22 23:18:51
EI9104753ES,A menudo,Nunca,Raramente,Raramente,A menudo,Raramente,A veces,A veces,A menudo,Raramente,A veces,A veces,Nunca,Raramente,A menudo,A menudo,A veces,A menudo,Siempre,2026-04-29 20:55:07
EI1606677ES,Nunca,Siempre,Raramente,A veces,A menudo,Siempre,A veces,Nunca,A menudo,Nunca,Nunca,Nunca,A veces,A veces,A veces,A veces,Siempre,Nunca,A veces,2026-02-04 11:35:55
EI0306623ES,Siempre,A veces,A menudo,A menudo,Nunca,Raramente,A menudo,A veces,Siempre,Raramente,A menudo,Raramente,Raramente,A veces,Siempre,Nunca,Raramente,Siempre,A veces,2026-09-19 11:14:58
EI2406920ES,A menudo,A menudo,Raramente,Raramente,Raramente,A menudo,A veces,Siempre,Raramente,Raramente,A veces,Raramente,Nunca,Siempre,A menudo,A veces,Raramente,Nunca,A veces,2026-08-04 09:55:44
EI1200636ES,Siempre,A veces,Raramente,Raramente,A menudo,Siempre,A veces,A menudo,A menudo,A veces,A veces,Raramente,A menudo,Nunca,A veces,A menudo,Nunca,A veces,A menudo,2026-09-05 04:35:29
EI0404466ES,A menudo,Raramente,A menudo,Raramente,Raramente,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,Nunca,2026-06-21 15:14:19
EI9704365ES,Raramente,A menudo,A menudo,A menudo,A menudo,A veces,A veces,A menudo,Raramente,A veces,A veces,A menudo,A veces,Nunca,A veces,A veces,A menudo,A menudo,Nunca,2026-01-28 10:17:41
EI2604143ES,A menudo,A veces,Siempre,Nunca,A menudo,A veces,Nunca,Siempre,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,A veces,Siempre,A veces,Nunca,Raramente,2026-07-16 17:01:02
EI0600992ES,Siempre,Nunca,A veces,A menudo,A menudo,Raramente,A veces,Raramente,A veces,Raramente,A veces,Siempre,A menudo,A veces,Siempre,A veces,A veces,A menudo,Siempre,2026-09-20 05:44:13
EI9200877ES,A veces,Raramente,Nunca,A veces,Siempre,A veces,Raramente,Raramente,A veces,Nunca,A menudo,Nunca,A menudo,A veces,A menudo,A veces,Raramente,A veces,A menudo,2026-12-01 01:37:52
EI1604870ES,Siempre,Raramente,Raramente,A veces,Raramente,Raramente,A menudo,Raramente,A menudo,A veces,Siempre,A veces,Raramente,A menudo,Siempre,Raramente,A veces,Nunca,A menudo,2026-12-16 07:26:00
EI9905316ES,Siempre,A veces,A veces,A veces,A veces,Raramente,Raramente,Raramente,A veces,Raramente,Raramente,A veces,A menudo,Raramente,A veces,Siempre,A veces,A menudo,Siempre,2026-08-12 22:35:11
EI2305223ES,Raramente,A menudo,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A veces,A menudo,A menudo,Nunca,A veces,Raramente,Raramente,A menudo,Raramente,2026-01-11 14:13:40
EI1700005ES,Raramente,A veces,A menudo,Raramente,Raramente,A menudo,A veces,Raramente,Raramente,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A menudo,A menudo,2026-12-22 03:54:50
EI0803052ES,Nunca,Raramente,A menudo,A veces,Raramente,A menudo,Raramente,A veces,Siempre,Raramente,Nunca,A veces,Siempre,Siempre,A veces,Raramente,Raramente,A menudo,A menudo,2026-06-13 12:46:35
EI1905692ES,Raramente,Siempre,A veces,A veces,Siempre,Nunca,A menudo,Siempre,Siempre,A menudo,Raramente,A menudo,Raramente,A veces,A veces,Raramente,A veces,Raramente,A menudo,2026-01-17 06:43:39
EI9403125ES,A veces,A menudo,A veces,Siempre,A veces,Nunca,A menudo,A veces,A veces,Siempre,A veces,A menudo,Nunca,A veces,A menudo,Raramente,Raramente,A menudo,Raramente,2026-07-21 02:21:16
EI0006408ES,Siempre,Siempre,A veces,Siempre,Raramente,A menudo,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,Siempre,A veces,Nunca,Nunca,Siempre,A veces,2026-05-02 09:22:13
EI9702661ES,Raramente,A veces,Nunca,Siempre,Raramente,Siempre,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,A veces,A veces,Siempre,Nunca,A menudo,Raramente,A menudo,2026-01-16 22:42:46
EI9702492ES,Raramente,Raramente,A veces,Nunca,Raramente,A menudo,Raramente,Siempre,A menudo,A menudo,A veces,A veces,Siempre,A menudo,A veces,A veces,Siempre,Nunca,A menudo,2026-08-30 08:14:39
EI9505174ES,Raramente,Siempre,A veces,Raramente,A menudo,A veces,A veces,Nunca,A menudo,A menudo,A veces,A veces,A veces,Nunca,A veces,Raramente,A veces,A veces,A veces,2026-02-17 04:55:03
EI9203855ES,A veces,A veces,Siempre,Nunca,A menudo,A menudo,A menudo,Raramente,A menudo,Nunca,A menudo,Siempre,A menudo,Raramente,A veces,Raramente,A menudo,A menudo,Siempre,2026-03-21 02:01:04
EI2604934ES,A menudo,Nunca,Nunca,Siempre,Raramente,Raramente,A veces,A veces,A menudo,Raramente,Siempre,A veces,Raramente,Siempre,Raramente,A veces,A menudo,Siempre,A veces,2026-12-31 15:43:37
EI9304778ES,Raramente,A menudo,Raramente,A veces,Raramente,Nunca,Siempre,A menudo,A menudo,A veces,A veces,A menudo,Raramente,Nunca,Raramente,Raramente,A veces,A veces,Raramente,2026-07-16 15:59:07
EI0301716ES,Raramente,A veces,Raramente,Siempre,A menudo,Nunca,A menudo,Siempre,A veces,Raramente,Raramente,Siempre,A menudo,A menudo,Raramente,A veces,A veces,A menudo,Nunca,2026-08-11 14:46:48
EI1506449ES,Nunca,Nunca,A veces,Raramente,Siempre,Siempre,A menudo,A veces,Raramente,A menudo,Nunca,A veces,A veces,Raramente,A veces,Raramente,Siempre,A veces,A veces,2026-06-15 10:25:50
EI9506458ES,A menudo,Nunca,A veces,A menudo,Raramente,Nunca,A veces,A veces,A menudo,Raramente,A veces,A veces,Raramente,A veces,A menudo,Raramente,A veces,Nunca,Raramente,2026-12-02 00:09:17
EI2406294ES,A menudo,A menudo,A veces,Siempre,A menudo,Raramente,A veces,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,A menudo,A veces,A menudo,Siempre,A menudo,2026-06-16 08:31:51
EI1401149ES,A menudo,Siempre,A menudo,A veces,A menudo,Siempre,A menudo,Siempre,Raramente,Raramente,Nunca,A veces,A veces,Nunca,Siempre,A veces,A veces,A veces,A veces,2026-11-22 06:30:30
EI1903262ES,Raramente,Siempre,A veces,A menudo,A menudo,A veces,A veces,A veces,Siempre,A veces,Raramente,A veces,Raramente,A veces,A veces,A veces,Siempre,A veces,A menudo,2026-05-23 05:42:28
EI0800575ES,A menudo,Raramente,Nunca,A veces,A veces,Raramente,Nunca,Nunca,A menudo,A menudo,Siempre,Siempre,Nunca,Raramente,Nunca,A menudo,Siempre,A veces,Nunca,2026-11-18 23:44:09
EI9103770ES,Siempre,Raramente,A menudo,A veces,A menudo,Nunca,Siempre,Siempre,A veces,Raramente,A veces,A menudo,A menudo,Raramente,Raramente,A veces,A menudo,Raramente,A menudo,2026-02-28 14:59:45
EI1203737ES,Nunca,A veces,Siempre,Raramente,A veces,A menudo,A veces,A veces,A veces,A veces,Siempre,Siempre,A menudo,A veces,A veces,Raramente,Raramente,A menudo,A menudo,2026-10-17 10:06:17
EI1804147ES,Siempre,A menudo,Raramente,Nunca,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,A menudo,Nunca,Raramente,A veces,A menudo,A menudo,Raramente,Siempre,Raramente,2026-04-24 12:11:41
EI2000854ES,Raramente,A menudo,A menudo,A menudo,Nunca,A veces,Nunca,Siempre,A veces,Siempre,Siempre,A menudo,A menudo,Siempre,Siempre,A veces,A menudo,Siempre,A veces,2026-04-25 06:04:05
EI1001983ES,A menudo,A veces,A veces,A veces,Nunca,Nunca,A veces,Raramente,A veces,A veces,A menudo,Raramente,Raramente,A menudo,A menudo,Siempre,Siempre,A menudo,Siempre,2026-09-14 15:48:49
EI1602775ES,Raramente,A veces,A veces,Raramente,Nunca,Nunca,A veces,A veces,A veces,A menudo,A veces,Raramente,A menudo,A veces,A veces,Siempre,Nunca,Raramente,Raramente,2026-02-07 16:58:46
EI0605920ES,A veces,Raramente,A menudo,A veces,Raramente,A menudo,Raramente,A veces,A veces,Raramente,A menudo,Raramente,Siempre,A menudo,A veces,Raramente,Raramente,A veces,A veces,2026-10-09 00:26:16
EI0104930ES,Nunca,A veces,Raramente,Siempre,A veces,A menudo,A menudo,A menudo,A veces,Nunca,Siempre,A veces,A veces,A menudo,A menudo,Nunca,A menudo,Siempre,Raramente,2026-07-07 20:10:16
EI9905212ES,Nunca,A menudo,A veces,Raramente,A menudo,Nunca,A veces,Raramente,A menudo,Siempre,A veces,A veces,Siempre,Nunca,Siempre,A veces,A menudo,A menudo,Raramente,2026-02-04 08:43:45
EI9901167ES,Siempre,A menudo,Raramente,Siempre,Siempre,Raramente,A veces,Siempre,Siempre,Raramente,Raramente,A menudo,A menudo,Raramente,A menudo,A veces,Siempre,A veces,A veces,2026-09-23 01:09:57
EI2006003ES,Siempre,A menudo,Raramente,A menudo,Siempre,Nunca,A veces,Siempre,Siempre,Siempre,Siempre,Siempre,A veces,A veces,A menudo,A veces,Nunca,Nunca,Raramente,2026-06-20 16:29:46
EI9700972ES,A menudo,A menudo,Raramente,Siempre,A menudo,Raramente,Siempre,Nunca,Raramente,Raramente,Raramente,A menudo,Siempre,Raramente,A veces,A veces,Nunca,Raramente,Raramente,2026-04-25 06:48:03
EI1702702ES,A veces,Siempre,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,A veces,Siempre,A veces,Raramente,Siempre,Siempre,Siempre,Raramente,Siempre,A veces,A veces,2026-03-01 08:08:24
EI1304496ES,Raramente,A menudo,A menudo,Siempre,Nunca,Raramente,A menudo,Raramente,Raramente,A menudo,A veces,A veces,A menudo,Siempre,A menudo,A menudo,Siempre,A menudo,Nunca,2026-07-13 16:09:01
EI2103848ES,A veces,Siempre,Siempre,Siempre,A veces,Siempre,Raramente,A veces,Nunca,A menudo,A menudo,Raramente,A veces,Nunca,A menudo,A veces,A menudo,Raramente,A menudo,2026-10-13 23:47:37
EI1402369ES,A veces,A menudo,A veces,A veces,A veces,Raramente,Nunca,A menudo,Raramente,Raramente,A menudo,Raramente,Nunca,A veces,A veces,Raramente,A menudo,Nunca,Nunca,2026-10-14 14:00:42
EI2204116ES,A menudo,Raramente,Raramente,A menudo,A veces,A veces,A menudo,Nunca,A veces,A menudo,A menudo,A veces,Siempre,Raramente,A menudo,Siempre,Nunca,Nunca,A menudo,2026-06-01 12:59:39
EI2604781ES,Raramente,A menudo,A veces,Siempre,A menudo,Nunca,Siempre,A veces,A veces,A veces,Siempre,A menudo,A veces,Raramente,Siempre,A menudo,A menudo,A veces,A veces,2026-06-20 13:33:16
EI1204132ES,Nunca,A veces,Raramente,A veces,Nunca,Nunca,Nunca,A menudo,A menudo,A veces,Siempre,Raramente,A veces,Siempre,Siempre,A veces,A menudo,Raramente,A veces,2026-03-10 14:52:57
EI0602951ES,A menudo,Raramente,A menudo,A menudo,A veces,Siempre,A veces,A menudo,Nunca,A veces,A menudo,A menudo,Siempre,Raramente,A menudo,A veces,Siempre,Raramente,Siempre,2026-02-26 11:28:47
EI1005626ES,A veces,A veces,A menudo,Siempre,A menudo,A menudo,Raramente,Siempre,A veces,A veces,A veces,Siempre,Siempre,A menudo,Raramente,Raramente,A veces,A veces,A menudo,2026-03-03 01:05:54
EI9300525ES,Siempre,Nunca,Raramente,A veces,Nunca,A veces,Siempre,A menudo,A menudo,Siempre,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,Nunca,Raramente,2026-08-14 00:24:19
EI1002456ES,A veces,Siempre,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,Raramente,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,2026-06-28 13:18:13
EI1605017ES,A veces,Raramente,Raramente,A menudo,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,A menudo,Raramente,Nunca,Raramente,A veces,A menudo,Nunca,A veces,Siempre,2026-09-12 00:18:20
EI2301842ES,Siempre,Nunca,A menudo,A veces,A veces,Nunca,A menudo,Siempre,A menudo,Raramente,A veces,A veces,A veces,Nunca,A menudo,A menudo,Siempre,Siempre,Raramente,2026-07-06 05:41:44
EI0605987ES,A veces,Raramente,Nunca,A veces,Raramente,A veces,A menudo,A menudo,Siempre,A veces,A veces,A veces,Siempre,A menudo,Raramente,Siempre,A menudo,A veces,Nunca,2026-11-15 13:35:52
EI9900538ES,A menudo,A menudo,A veces,A veces,A menudo,A menudo,A menudo,Siempre,A veces,A veces,A veces,A veces,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A veces,2026-01-19 20:27:59
EI9902807ES,A veces,A menudo,Raramente,Nunca,Raramente,Siempre,A menudo,Siempre,Raramente,A menudo,A menudo,A veces,Nunca,A veces,A menudo,Raramente,A veces,A menudo,A veces,2026-07-24 19:21:18
EI9305802ES,A veces,A menudo,Siempre,A veces,Nunca,A menudo,Nunca,Siempre,A veces,A menudo,A veces,Raramente,Siempre,A veces,Raramente,A veces,Raramente,Raramente,Siempre,2026-09-10 09:43:07
EI9705597ES,Siempre,A veces,A veces,A veces,A veces,A veces,A menudo,A menudo,Raramente,A veces,Siempre,A menudo,A veces,Raramente,Raramente,Raramente,A menudo,Raramente,Nunca,2026-05-29 03:22:18
EI0504342ES,Raramente,Raramente,Nunca,A menudo,A veces,Nunca,Raramente,A veces,Raramente,A menudo,A menudo,A menudo,A menudo,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,2026-03-06 06:57:08
EI2503176ES,Raramente,A menudo,Raramente,Raramente,Raramente,A menudo,Raramente,A veces,Raramente,A veces,A veces,Siempre,Siempre,Nunca,A veces,Raramente,A menudo,Raramente,A veces,2026-06-25 21:21:37
EI1600785ES,A menudo,A veces,Siempre,Siempre,A menudo,Raramente,A menudo,A menudo,A veces,A veces,Raramente,A veces,A menudo,Raramente,A veces,Nunca,Raramente,A veces,Nunca,2026-10-26 19:53:06
EI9204058ES,Siempre,A veces,A menudo,A veces,Nunca,A menudo,A veces,Siempre,A veces,A menudo,A veces,Raramente,Nunca,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,2026-10-29 15:48:07
EI0401410ES,Raramente,A veces,A veces,A veces,A veces,A menudo,Siempre,Nunca,A menudo,A menudo,A veces,A veces,Raramente,A menudo,Nunca,Siempre,A menudo,A veces,Siempre,2026-12-02 06:18:39
EI2202538ES,Nunca,Raramente,A menudo,A veces,A veces,A veces,A menudo,A veces,Siempre,Nunca,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A veces,Nunca,A menudo,2026-06-12 20:26:12
EI0500155ES,A menudo,Raramente,Raramente,Nunca,A veces,A veces,Nunca,Raramente,A veces,A veces,Siempre,A menudo,Siempre,A menudo,Siempre,Nunca,Siempre,A veces,Siempre,2026-07-23 21:43:30
EI9103010ES,A menudo,Siempre,A menudo,Nunca,A veces,Nunca,A menudo,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,Raramente,A menudo,Raramente,Raramente,A veces,2026-03-19 14:31:59
EI9201687ES,A menudo,A veces,A menudo,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Siempre,A veces,A menudo,Siempre,Siempre,Nunca,A veces,A menudo,Raramente,A veces,2026-05-07 11:25:09
EI0002902ES,A veces,A menudo,A veces,A menudo,Raramente,A menudo,Raramente,A veces,Siempre,Siempre,A veces,A veces,A veces,A veces,A menudo,A veces,Raramente,Siempre,A veces,2026-08-09 00:54:30
EI2606931ES,A menudo,A veces,A veces,Raramente,A veces,Raramente,A veces,A veces,Siempre,A veces,A menudo,Nunca,Raramente,Raramente,A veces,A veces,Nunca,Siempre,A menudo,2026-01-18 13:56:24
EI9404722ES,A menudo,Nunca,Raramente,A veces,Raramente,Nunca,A veces,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,A menudo,Nunca,A veces,Siempre,A veces,A menudo,2026-11-28 06:48:41
EI9703864ES,A veces,Raramente,Nunca,A veces,A menudo,A veces,Raramente,A veces,A veces,A veces,Raramente,Siempre,Raramente,A veces,A veces,Nunca,A menudo,Raramente,A veces,2026-06-21 12:35:29
EI9302734ES,A veces,A veces,Siempre,Raramente,A veces,A menudo,Siempre,Raramente,A veces,A veces,Nunca,Raramente,Raramente,Siempre,A veces,Raramente,Raramente,A menudo,Nunca,2026-02-02 13:19:59
EI0801896ES,A menudo,A menudo,Raramente,A veces,Raramente,A menudo,Raramente,A menudo,A veces,Siempre,A menudo,A menudo,A veces,Raramente,A veces,Raramente,Siempre,Raramente,A menudo,2026-02-14 17:34:11
EI0405443ES,A veces,A menudo,A menudo,Nunca,Nunca,Siempre,Raramente,Siempre,A veces,Nunca,A veces,Nunca,Raramente,Nunca,Siempre,A menudo,A veces,A menudo,A veces,2026-10-28 16:15:54
EI9800570ES,A veces,A veces,A veces,A veces,Raramente,Siempre,Siempre,A menudo,A menudo,A veces,A veces,Raramente,Siempre,Raramente,A veces,Raramente,A menudo,A veces,A menudo,2026-12-22 13:13:29
EI0705855ES,Siempre,Siempre,Siempre,A veces,Raramente,Nunca,A veces,Siempre,A veces,Siempre,A veces,A veces,A menudo,Siempre,Raramente,A veces,A veces,A menudo,Siempre,2026-02-08 21:18:01
