numero_empleado,titulo,modalidad_trabajo,salario_eur,fecha_de_entrada
IE2604724,Gerente de Sucursal,Oficina,78634,2026
IE1304725,Subgerente de Sucursal,Oficina,51597,2013
IE1004726,Asistente de Plataforma,Oficina,26111,2010
IE2204727,Gerente de Sucursal,Oficina,75579,2022
IE1904728,Gerente de Sucursal,Oficina,81044,2019
IE9504729,Asistente de Plataforma,Oficina,27321,1995
IE1304730,Cajero Bancario,Oficina,26869,2013
IE2004731,Cajero Bancario,Oficina,28023,2020
IE0104732,Cajero Bancario,Oficina,25455,2001
IE2304733,Subgerente de Sucursal,Oficina,50188,2023
IE9404734,Cajero Bancario,Oficina,24196,1994
IE9204735,Asistente de Plataforma,Oficina,30617,1992
IE9504736,Cajero Bancario,Oficina,26372,1995
IE0104737,Subgerente de Sucursal,Oficina,49143,2001
IE0104738,Subgerente de Sucursal,Oficina,48672,2001
IE9404739,Asistente de Plataforma,Oficina,25832,1994
IE0204740,Asistente de Plataforma,Oficina,26275,2002
IE1604741,Asistente de Plataforma,Oficina,31458,2016
IE1704742,Asistente de Plataforma,Oficina,27758,2017
IE2404743,Cajero Bancario,Oficina,29203,2024
IE0904744,Subgerente de Sucursal,Oficina,46939,2009
IE0004745,Gerente de Sucursal,Oficina,60673,2000
IE0704746,Cajero Bancario,Oficina,29406,2007
IE1104747,Gerente de Sucursal,Oficina,80730,2011
IE9804748,Gerente de Sucursal,Oficina,84003,1998
IE9104749,Gerente de Sucursal,Oficina,87459,1991
IE2104750,Subgerente de Sucursal,Oficina,55158,2021
IE9804751,Subgerente de Sucursal,Oficina,59667,1998
IE9404752,Cajero Bancario,Oficina,27938,1994
IE9204753,Gerente de Sucursal,Oficina,65510,1992
IE1104754,Gerente de Sucursal,Oficina,61662,2011
IE2604755,Cajero Bancario,Oficina,29438,2026
IE0204756,Subgerente de Sucursal,Oficina,57478,2002
IE2504757,Cajero Bancario,Oficina,28953,2025
IE1604758,Asistente de Plataforma,Oficina,31281,2016
IE1504759,Subgerente de Sucursal,Oficina,47371,2015
IE0804760,Gerente de Sucursal,Oficina,67090,2008
IE1704761,Subgerente de Sucursal,Oficina,64409,2017
IE0804762,Gerente de Sucursal,Oficina,68668,2008
IE9104763,Subgerente de Sucursal,Oficina,56227,1991
IE1704764,Subgerente de Sucursal,Oficina,62851,2017
IE2604765,Asistente de Plataforma,Oficina,27747,2026
IE2004766,Asistente de Plataforma,Oficina,27488,2020
IE0504767,Asistente de Plataforma,Oficina,26903,2005
IE2004768,Asistente de Plataforma,Oficina,30660,2020
IE0404769,Asistente de Plataforma,Oficina,24640,2004
IE1304770,Gerente de Sucursal,Oficina,76328,2013
IE0904771,Asistente de Plataforma,Oficina,27500,2009
IE0304772,Subgerente de Sucursal,Oficina,50326,2003
IE9504773,Cajero Bancario,Oficina,24796,1995
IE0904774,Gerente de Sucursal,Oficina,68424,2009
IE2104775,Subgerente de Sucursal,Oficina,53519,2021
IE1104776,Gerente de Sucursal,Oficina,83812,2011
IE1804777,Subgerente de Sucursal,Oficina,45139,2018
IE0104778,Gerente de Sucursal,Oficina,69764,2001
IE1204779,Subgerente de Sucursal,Oficina,54391,2012
IE1104780,Subgerente de Sucursal,Oficina,50405,2011
IE2204781,Cajero Bancario,Oficina,26199,2022
IE9104782,Asistente de Plataforma,Oficina,30692,1991
IE0704783,Asistente de Plataforma,Oficina,26550,2007
IE9804784,Subgerente de Sucursal,Oficina,56937,1998
IE9304785,Gerente de Sucursal,Oficina,61598,1993
IE0004786,Subgerente de Sucursal,Oficina,64845,2000
IE1204787,Cajero Bancario,Oficina,23156,2012
IE0304788,Cajero Bancario,Oficina,28937,2003
IE1504789,Gerente de Sucursal,Oficina,78306,2015
IE0104790,Cajero Bancario,Oficina,29962,2001
IE0304791,Cajero Bancario,Oficina,28705,2003
IE1804792,Asistente de Plataforma,Oficina,31774,2018
IE0804793,Subgerente de Sucursal,Oficina,64152,2008
IE1204794,Asistente de Plataforma,Oficina,25013,2012
IE9504795,Cajero Bancario,Oficina,22431,1995
IE1004796,Cajero Bancario,Oficina,29160,2010
IE0404797,Cajero Bancario,Oficina,29529,2004
IE9604798,Cajero Bancario,Oficina,28767,1996
IE9304799,Cajero Bancario,Oficina,22004,1993
IE0104800,Gerente de Sucursal,Oficina,70744,2001
IE2504801,Gerente de Sucursal,Oficina,64063,2025
IE1304802,Subgerente de Sucursal,Oficina,50208,2013
IE0104803,Asistente de Plataforma,Oficina,29788,2001
IE9404804,Asistente de Plataforma,Oficina,25215,1994
IE2404805,Gerente de Sucursal,Oficina,67784,2024
IE2504806,Asistente de Plataforma,Oficina,30765,2025
IE9304807,Gerente de Sucursal,Oficina,61790,1993
IE0804808,Gerente de Sucursal,Oficina,65973,2008
IE0004809,Subgerente de Sucursal,Oficina,53725,2000
IE9304810,Subgerente de Sucursal,Oficina,59341,1993
IE9804811,Gerente de Sucursal,Oficina,72977,1998
IE9504812,Asistente de Plataforma,Oficina,31781,1995
IE9604813,Gerente de Sucursal,Oficina,72069,1996
IE0604814,Gerente de Sucursal,Oficina,78581,2006
IE2404815,Cajero Bancario,Oficina,26603,2024
IE2504816,Subgerente de Sucursal,Oficina,50051,2025
IE9504817,Subgerente de Sucursal,Oficina,55179,1995
IE2104818,Subgerente de Sucursal,Oficina,56259,2021
IE2204819,Cajero Bancario,Oficina,28088,2022
IE0204820,Subgerente de Sucursal,Oficina,55450,2002
IE1704821,Cajero Bancario,Oficina,29176,2017
IE1104822,Asistente de Plataforma,Oficina,31615,2011
IE1704823,Subgerente de Sucursal,Oficina,46078,2017
IE0404824,Cajero Bancario,Oficina,24510,2004
IE1804825,Asistente de Plataforma,Oficina,31738,2018
IE9104826,Cajero Bancario,Oficina,24760,1991
IE0704827,Gerente de Sucursal,Oficina,71329,2007
IE9004828,Gerente de Sucursal,Oficina,83437,1990
IE0904829,Subgerente de Sucursal,Oficina,45768,2009
IE0504830,Cajero Bancario,Oficina,26890,2005
IE1404831,Cajero Bancario,Oficina,29896,2014
IE9504832,Subgerente de Sucursal,Oficina,54874,1995
IE0504833,Gerente de Sucursal,Oficina,73875,2005
IE2604834,Subgerente de Sucursal,Oficina,53073,2026
IE9304835,Subgerente de Sucursal,Oficina,48073,1993
IE0404836,Subgerente de Sucursal,Oficina,61756,2004
IE2104837,Gerente de Sucursal,Oficina,82438,2021
IE9404838,Asistente de Plataforma,Oficina,29239,1994
IE1404839,Cajero Bancario,Oficina,27877,2014
IE9504840,Gerente de Sucursal,Oficina,80119,1995
IE1204841,Gerente de Sucursal,Oficina,75656,2012
IE9904842,Gerente de Sucursal,Oficina,66858,1999
IE9604843,Asistente de Plataforma,Oficina,30611,1996
IE1704844,Gerente de Sucursal,Oficina,72817,2017
IE9204845,Asistente de Plataforma,Oficina,28641,1992
IE2504846,Asistente de Plataforma,Oficina,26494,2025
IE9204847,Cajero Bancario,Oficina,24677,1992
IE9104848,Gerente de Sucursal,Oficina,65022,1991
IE2404849,Cajero Bancario,Oficina,25120,2024
IE1504850,Asistente de Plataforma,Oficina,27040,2015
IE1504851,Cajero Bancario,Oficina,25872,2015
IE9704852,Cajero Bancario,Oficina,22985,1997
IE0904853,Subgerente de Sucursal,Oficina,47993,2009
IE2204854,Gerente de Sucursal,Oficina,74116,2022
IE1404855,Asistente de Plataforma,Oficina,25168,2014
IE1804856,Asistente de Plataforma,Oficina,28499,2018
IE1304857,Gerente de Sucursal,Oficina,73772,2013
IE9904858,Asistente de Plataforma,Oficina,29323,1999
IE0104859,Cajero Bancario,Oficina,24919,2001
IE0304860,Subgerente de Sucursal,Oficina,61005,2003
IE0204861,Subgerente de Sucursal,Oficina,52275,2002
IE2204862,Gerente de Sucursal,Oficina,63677,2022
IE2104863,Asistente de Plataforma,Oficina,26503,2021
IE1204864,Gerente de Sucursal,Oficina,72787,2012
IE0504865,Asistente de Plataforma,Oficina,28966,2005
IE1404866,Asistente de Plataforma,Oficina,27818,2014
IE9004867,Cajero Bancario,Oficina,27881,1990
IE1804868,Cajero Bancario,Oficina,26298,2018
IE1504869,Gerente de Sucursal,Oficina,80659,2015
IE2104870,Subgerente de Sucursal,Oficina,59361,2021
IE9604871,Cajero Bancario,Oficina,29785,1996
IE1404872,Asistente de Plataforma,Oficina,28306,2014
IE1404873,Gerente de Sucursal,Oficina,89916,2014
IE9604874,Subgerente de Sucursal,Oficina,59903,1996
IE2304875,Gerente de Sucursal,Oficina,60780,2023
IE0304876,Asistente de Plataforma,Oficina,31882,2003
IE9404877,Cajero Bancario,Oficina,23133,1994
IE9004878,Subgerente de Sucursal,Oficina,46111,1990
IE1904879,Subgerente de Sucursal,Oficina,60313,2019
IE1004880,Gerente de Sucursal,Oficina,78239,2010
IE1704881,Gerente de Sucursal,Oficina,79792,2017
IE0104882,Gerente de Sucursal,Oficina,77909,2001
IE0804883,Cajero Bancario,Oficina,29815,2008
IE9104884,Cajero Bancario,Oficina,23322,1991
IE2604885,Asistente de Plataforma,Oficina,29196,2026
IE2404886,Cajero Bancario,Oficina,28029,2024
IE2104887,Subgerente de Sucursal,Oficina,52919,2021
IE0204888,Subgerente de Sucursal,Oficina,46666,2002
IE9804889,Subgerente de Sucursal,Oficina,59712,1998
IE0004890,Asistente de Plataforma,Oficina,31935,2000
IE9704891,Subgerente de Sucursal,Oficina,64668,1997
IE1604892,Asistente de Plataforma,Oficina,26765,2016
IE2504893,Asistente de Plataforma,Oficina,24324,2025
IE0804894,Gerente de Sucursal,Oficina,83944,2008
IE1604895,Gerente de Sucursal,Oficina,74265,2016
IE0204896,Cajero Bancario,Oficina,26305,2002
IE0704897,Gerente de Sucursal,Oficina,81017,2007
IE1404898,Gerente de Sucursal,Oficina,76409,2014
IE9804899,Asistente de Plataforma,Oficina,24801,1998
IE0604900,Subgerente de Sucursal,Oficina,45701,2006
IE0604901,Asistente de Plataforma,Oficina,25011,2006
IE2504902,Gerente de Sucursal,Oficina,83267,2025
IE1304903,Gerente de Sucursal,Oficina,84543,2013
IE1304904,Asistente de Plataforma,Oficina,31360,2013
IE2504905,Gerente de Sucursal,Oficina,70645,2025
IE2504906,Asistente de Plataforma,Oficina,31966,2025
IE2504907,Cajero Bancario,Oficina,25259,2025
IE9404908,Subgerente de Sucursal,Oficina,50066,1994
IE9904909,Cajero Bancario,Oficina,29121,1999
IE1804910,Gerente de Sucursal,Oficina,74320,2018
IE9904911,Asistente de Plataforma,Oficina,31421,1999
IE9904912,Cajero Bancario,Oficina,29772,1999
IE9304913,Cajero Bancario,Oficina,22983,1993
IE2404914,Subgerente de Sucursal,Oficina,56366,2024
IE1304915,Asistente de Plataforma,Oficina,28255,2013
IE9904916,Subgerente de Sucursal,Oficina,48003,1999
IE1404917,Gerente de Sucursal,Oficina,61159,2014
IE2004918,Gerente de Sucursal,Oficina,76090,2020
IE2004919,Asistente de Plataforma,Oficina,27659,2020
IE9204920,Cajero Bancario,Oficina,26678,1992
IE2504921,Cajero Bancario,Oficina,22394,2025
IE0604922,Subgerente de Sucursal,Oficina,52136,2006
IE1004923,Asistente de Plataforma,Oficina,24442,2010
IE1904924,Cajero Bancario,Oficina,27702,2019
IE1904925,Gerente de Sucursal,Oficina,80052,2019
IE9404926,Cajero Bancario,Oficina,26962,1994
IE9004927,Subgerente de Sucursal,Oficina,50007,1990
IE9304928,Gerente de Sucursal,Oficina,67253,1993
IE2304929,Cajero Bancario,Oficina,26380,2023
IE1904930,Subgerente de Sucursal,Oficina,53244,2019
IE0604931,Subgerente de Sucursal,Oficina,53319,2006
IE2204932,Asistente de Plataforma,Oficina,27278,2022
IE1404933,Subgerente de Sucursal,Oficina,62433,2014
IE1904934,Asistente de Plataforma,Oficina,24354,2019
IE9904935,Gerente de Sucursal,Oficina,70209,1999
IE0804936,Subgerente de Sucursal,Oficina,50059,2008
IE0004937,Cajero Bancario,Oficina,27171,2000
IE0204938,Subgerente de Sucursal,Oficina,63239,2002
IE2404939,Subgerente de Sucursal,Oficina,51261,2024
IE0004940,Subgerente de Sucursal,Oficina,58522,2000
IE1204941,Gerente de Sucursal,Oficina,82130,2012
IE1804942,Asistente de Plataforma,Oficina,31993,2018
IE1304943,Gerente de Sucursal,Oficina,86386,2013
IE1904944,Asistente de Plataforma,Oficina,25741,2019
IE2304945,Cajero Bancario,Oficina,22626,2023
IE1704946,Subgerente de Sucursal,Oficina,51426,2017
IE1904947,Cajero Bancario,Oficina,27036,2019
IE9204948,Gerente de Sucursal,Oficina,87724,1992
IE1804949,Cajero Bancario,Oficina,22335,2018
IE0204950,Asistente de Plataforma,Oficina,27743,2002
IE2604951,Cajero Bancario,Oficina,23986,2026
IE0704952,Cajero Bancario,Oficina,24265,2007
IE1204953,Asistente de Plataforma,Oficina,29645,2012
IE2504954,Subgerente de Sucursal,Oficina,54484,2025
IE1704955,Subgerente de Sucursal,Oficina,52925,2017
IE1404956,Asistente de Plataforma,Oficina,29109,2014
IE0004957,Asistente de Plataforma,Oficina,24193,2000
IE9304958,Asistente de Plataforma,Oficina,25596,1993
IE0104959,Asistente de Plataforma,Oficina,29372,2001
IE0704960,Gerente de Sucursal,Oficina,72695,2007
IE2404961,Gerente de Sucursal,Oficina,60396,2024
IE1004962,Gerente de Sucursal,Oficina,64352,2010
IE9504963,Cajero Bancario,Oficina,23984,1995
IE2504964,Asistente de Plataforma,Oficina,31142,2025
IE9104965,Cajero Bancario,Oficina,24284,1991
IE9804966,Gerente de Sucursal,Oficina,61101,1998
IE0004967,Cajero Bancario,Oficina,24912,2000
IE0204968,Asistente de Plataforma,Oficina,24073,2002
IE2004969,Asistente de Plataforma,Oficina,31159,2020
IE9004970,Cajero Bancario,Oficina,23760,1990
IE1304971,Gerente de Sucursal,Oficina,68804,2013
IE1104972,Asistente de Plataforma,Oficina,29213,2011
IE0904973,Subgerente de Sucursal,Oficina,61099,2009
IE9604974,Subgerente de Sucursal,Oficina,54862,1996
IE2104975,Subgerente de Sucursal,Oficina,52278,2021
IE0104976,Asistente de Plataforma,Oficina,29488,2001
IE0304977,Subgerente de Sucursal,Oficina,53199,2003
IE0304978,Subgerente de Sucursal,Oficina,52320,2003
IE2504979,Subgerente de Sucursal,Oficina,61778,2025
IE9104980,Subgerente de Sucursal,Oficina,49248,1991
IE0504981,Subgerente de Sucursal,Oficina,62776,2005
IE0504982,Cajero Bancario,Oficina,22162,2005
IE1004983,Cajero Bancario,Oficina,26753,2010
IE1204984,Gerente de Sucursal,Oficina,83979,2012
IE2604985,Cajero Bancario,Oficina,29946,2026
IE1104986,Subgerente de Sucursal,Oficina,57845,2011
IE1404987,Asistente de Plataforma,Oficina,25619,2014
IE2504988,Asistente de Plataforma,Oficina,29906,2025
IE1004989,Gerente de Sucursal,Oficina,75677,2010
IE0204990,Subgerente de Sucursal,Oficina,48381,2002
IE1404991,Gerente de Sucursal,Oficina,69476,2014
IE0104992,Asistente de Plataforma,Oficina,28746,2001
IE9204993,Cajero Bancario,Oficina,23512,1992
IE0604994,Cajero Bancario,Oficina,22444,2006
IE9904995,Subgerente de Sucursal,Oficina,47514,1999
IE9004996,Cajero Bancario,Oficina,23071,1990
IE9904997,Cajero Bancario,Oficina,27943,1999
IE1104998,Subgerente de Sucursal,Oficina,55966,2011
IE0104999,Asistente de Plataforma,Oficina,25637,2001
IE1205000,Cajero Bancario,Oficina,24355,2012
IE0005001,Gerente de Sucursal,Oficina,66739,2000
IE9805002,Asistente de Plataforma,Oficina,27006,1998
IE0405003,Gerente de Sucursal,Oficina,64545,2004
IE1005004,Asistente de Plataforma,Oficina,26022,2010
IE0805005,Gerente de Sucursal,Oficina,86209,2008
IE9405006,Asistente de Plataforma,Oficina,24039,1994
IE1305007,Subgerente de Sucursal,Oficina,62301,2013
IE9505008,Gerente de Sucursal,Oficina,80859,1995
IE0305009,Cajero Bancario,Oficina,23450,2003
IE9405010,Subgerente de Sucursal,Oficina,63335,1994
IE9705011,Gerente de Sucursal,Oficina,67154,1997
IE1005012,Gerente de Sucursal,Oficina,60610,2010
IE1705013,Cajero Bancario,Oficina,27893,2017
IE0105014,Asistente de Plataforma,Oficina,26140,2001
IE9205015,Cajero Bancario,Oficina,22703,1992
IE1405016,Cajero Bancario,Oficina,24115,2014
IE2105017,Gerente de Sucursal,Oficina,70493,2021
IE1105018,Gerente de Sucursal,Oficina,74471,2011
IE2205019,Cajero Bancario,Oficina,22308,2022
IE9905020,Subgerente de Sucursal,Oficina,53519,1999
IE9705021,Asistente de Plataforma,Oficina,28872,1997
IE0805022,Cajero Bancario,Oficina,26057,2008
IE2305023,Cajero Bancario,Oficina,29860,2023
IE0205024,Cajero Bancario,Oficina,24542,2002
IE1405025,Gerente de Sucursal,Oficina,89355,2014
IE1005026,Asistente de Plataforma,Oficina,28105,2010
IE0105027,Subgerente de Sucursal,Oficina,53934,2001
IE0505028,Cajero Bancario,Oficina,26678,2005
IE0205029,Subgerente de Sucursal,Oficina,57108,2002
IE0105030,Cajero Bancario,Oficina,25234,2001
IE1105031,Asistente de Plataforma,Oficina,29657,2011
IE1005032,Asistente de Plataforma,Oficina,31411,2010
IE0505033,Gerente de Sucursal,Oficina,81538,2005
IE9105034,Subgerente de Sucursal,Oficina,61597,1991
IE9305035,Asistente de Plataforma,Oficina,28859,1993
IE2205036,Cajero Bancario,Oficina,25674,2022
IE0005037,Gerente de Sucursal,Oficina,84691,2000
IE0405038,Cajero Bancario,Oficina,23716,2004
IE2005039,Subgerente de Sucursal,Oficina,56843,2020
IE0605040,Subgerente de Sucursal,Oficina,61635,2006
IE2405041,Gerente de Sucursal,Oficina,74933,2024
IE2405042,Cajero Bancario,Oficina,22851,2024
IE0705043,Asistente de Plataforma,Oficina,27562,2007
IE0205044,Gerente de Sucursal,Oficina,60639,2002
IE9605045,Asistente de Plataforma,Oficina,25496,1996
IE0805046,Asistente de Plataforma,Oficina,27730,2008
IE1205047,Subgerente de Sucursal,Oficina,52999,2012
IE2605048,Cajero Bancario,Oficina,29105,2026
IE0605049,Gerente de Sucursal,Oficina,62936,2006
IE0805050,Asistente de Plataforma,Oficina,25031,2008
IE2105051,Subgerente de Sucursal,Oficina,53865,2021
IE0605052,Subgerente de Sucursal,Oficina,54986,2006
IE0005053,Asistente de Plataforma,Oficina,26239,2000
IE0905054,Subgerente de Sucursal,Oficina,48109,2009
IE2505055,Subgerente de Sucursal,Oficina,53244,2025
IE9805056,Subgerente de Sucursal,Oficina,54699,1998
IE9005057,Cajero Bancario,Oficina,23062,1990
IE9605058,Subgerente de Sucursal,Oficina,61284,1996
IE1605059,Subgerente de Sucursal,Oficina,62458,2016
IE2205060,Subgerente de Sucursal,Oficina,57681,2022
IE2005061,Asistente de Plataforma,Oficina,29279,2020
IE9405062,Subgerente de Sucursal,Oficina,57642,1994
IE0605063,Cajero Bancario,Oficina,26109,2006
IE1105064,Asistente de Plataforma,Oficina,27111,2011
IE1105065,Gerente de Sucursal,Oficina,60832,2011
IE0005066,Gerente de Sucursal,Oficina,72477,2000
IE1805067,Subgerente de Sucursal,Oficina,63308,2018
IE2205068,Asistente de Plataforma,Oficina,29988,2022
IE0605069,Asistente de Plataforma,Oficina,29076,2006
IE1705070,Asistente de Plataforma,Oficina,31797,2017
IE9005071,Subgerente de Sucursal,Oficina,54940,1990
IE2305072,Gerente de Sucursal,Oficina,67674,2023
IE9505073,Asistente de Plataforma,Oficina,24299,1995
IE0505074,Cajero Bancario,Oficina,29662,2005
IE2205075,Asistente de Plataforma,Oficina,30061,2022
IE2405076,Asistente de Plataforma,Oficina,31844,2024
IE1605077,Subgerente de Sucursal,Oficina,55120,2016
IE0405078,Asistente de Plataforma,Oficina,31165,2004
IE1905079,Subgerente de Sucursal,Oficina,45060,2019
IE0705080,Cajero Bancario,Oficina,28041,2007
IE0405081,Subgerente de Sucursal,Oficina,60262,2004
IE1705082,Asistente de Plataforma,Oficina,28413,2017
IE1705083,Subgerente de Sucursal,Oficina,55749,2017
IE2305084,Subgerente de Sucursal,Oficina,48200,2023
IE2205085,Gerente de Sucursal,Oficina,71660,2022
IE9105086,Gerente de Sucursal,Oficina,75325,1991
IE0605087,Asistente de Plataforma,Oficina,28159,2006
IE0205088,Gerente de Sucursal,Oficina,77578,2002
IE1305089,Subgerente de Sucursal,Oficina,57551,2013
IE9605090,Subgerente de Sucursal,Oficina,58683,1996
IE2305091,Subgerente de Sucursal,Oficina,57458,2023
IE0105092,Cajero Bancario,Oficina,29429,2001
IE9605093,Asistente de Plataforma,Oficina,25292,1996
IE0605094,Cajero Bancario,Oficina,23594,2006
IE9805095,Cajero Bancario,Oficina,27662,1998
IE9605096,Cajero Bancario,Oficina,22810,1996
IE2005097,Gerente de Sucursal,Oficina,85017,2020
IE2505098,Asistente de Plataforma,Oficina,24999,2025
IE2305099,Asistente de Plataforma,Oficina,27631,2023
IE0605100,Gerente de Sucursal,Oficina,78026,2006
IE0105101,Subgerente de Sucursal,Oficina,62002,2001
IE0605102,Cajero Bancario,Oficina,22420,2006
IE0205103,Subgerente de Sucursal,Oficina,48449,2002
IE0005104,Gerente de Sucursal,Oficina,66417,2000
IE9405105,Asistente de Plataforma,Oficina,25174,1994
IE1705106,Asistente de Plataforma,Oficina,26099,2017
IE0505107,Cajero Bancario,Oficina,27450,2005
IE1405108,Subgerente de Sucursal,Oficina,58645,2014
IE2305109,Subgerente de Sucursal,Oficina,55195,2023
IE1105110,Cajero Bancario,Oficina,26887,2011
IE1105111,Asistente de Plataforma,Oficina,28380,2011
IE0605112,Subgerente de Sucursal,Oficina,61832,2006
IE9105113,Asistente de Plataforma,Oficina,26408,1991
IE9805114,Cajero Bancario,Oficina,23766,1998
IE0105115,Subgerente de Sucursal,Oficina,47948,2001
IE1605116,Gerente de Sucursal,Oficina,71772,2016
IE0505117,Asistente de Plataforma,Oficina,25312,2005
IE9805118,Cajero Bancario,Oficina,27148,1998
IE2205119,Asistente de Plataforma,Oficina,28061,2022
IE1705120,Asistente de Plataforma,Oficina,27731,2017
IE9805121,Gerente de Sucursal,Oficina,82710,1998
IE0905122,Cajero Bancario,Oficina,28183,2009
IE0805123,Cajero Bancario,Oficina,27013,2008
IE9805124,Cajero Bancario,Oficina,22107,1998
