numero_empleado,CBI_Q1,CBI_Q2,CBI_Q3,CBI_Q4,CBI_Q5,CBI_Q6,CBI_Q7,CBI_Q8,CBI_Q9,CBI_Q10,CBI_Q11,CBI_Q12,CBI_Q13,CBI_Q14,CBI_Q15,CBI_Q16,CBI_Q17,CBI_Q18,CBI_Q19
IE9704189,Raramente,Siempre,Raramente,A menudo,Siempre,Raramente,Siempre,A menudo,Raramente,A veces,A menudo,Siempre,A veces,Siempre,A veces,Nunca,A veces,Raramente,Raramente
IE1700667,A menudo,Nunca,A menudo,Raramente,Siempre,A menudo,A menudo,A veces,A menudo,Raramente,A menudo,A veces,A veces,A veces,A menudo,Nunca,Raramente,Nunca,A veces
IE1304770,Raramente,A veces,A veces,A veces,A veces,A veces,Raramente,A veces,A veces,A menudo,Raramente,Raramente,Raramente,A veces,A veces,A menudo,A veces,A veces,Siempre
IE2601888,A menudo,A menudo,Raramente,Raramente,A menudo,Raramente,Nunca,A menudo,Siempre,A veces,A menudo,A veces,Siempre,Nunca,A menudo,Siempre,A menudo,A veces,Siempre
IE2303267,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,Nunca,Siempre,Siempre,A menudo,A veces,Raramente,Raramente,Raramente,A veces,A veces,A menudo,Siempre
IE1700281,A menudo,Siempre,A veces,Siempre,Nunca,Siempre,Raramente,A menudo,Raramente,A veces,Raramente,A menudo,Nunca,Raramente,Raramente,Raramente,A veces,A veces,A menudo
IE0301720,A veces,Siempre,A menudo,A menudo,Nunca,A veces,A veces,Siempre,A veces,A menudo,A veces,A veces,A menudo,Nunca,Nunca,A veces,Siempre,A veces,A menudo
IE2002948,A menudo,A veces,A veces,Siempre,Nunca,Raramente,A menudo,Nunca,Siempre,A veces,A veces,A menudo,A menudo,Siempre,Raramente,A veces,A menudo,A veces,Raramente
IE9104456,A menudo,Nunca,Siempre,Siempre,A menudo,A veces,A veces,Raramente,Siempre,A veces,A menudo,A veces,Siempre,Raramente,A menudo,Nunca,Raramente,A menudo,A menudo
IE1400900,A menudo,Raramente,A menudo,Raramente,Raramente,A veces,A menudo,A menudo,A veces,Nunca,Siempre,A menudo,A menudo,Raramente,A veces,A veces,A veces,Siempre,Siempre
IE9205333,A menudo,Nunca,Siempre,A veces,Nunca,A menudo,A veces,A menudo,Nunca,Nunca,A menudo,Nunca,Nunca,A veces,A menudo,Raramente,A veces,Raramente,A menudo
IE1400761,Raramente,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,Siempre,A veces,A veces,Nunca,Raramente,A menudo
IE9201907,Raramente,A veces,A veces,Nunca,Raramente,Siempre,A menudo,Nunca,Raramente,A menudo,A veces,Raramente,A menudo,Raramente,A veces,A menudo,Raramente,A veces,A veces
IE2604043,Nunca,Siempre,Nunca,Raramente,A veces,A veces,Nunca,A menudo,A menudo,A veces,A veces,A menudo,A veces,Raramente,A veces,A veces,A veces,A menudo,A veces
IE0703824,A menudo,Raramente,Siempre,A menudo,Nunca,Raramente,Raramente,A menudo,A veces,Siempre,Raramente,A menudo,A menudo,A veces,A veces,A menudo,Siempre,A veces,A menudo
IE1504139,Raramente,A menudo,A veces,Siempre,A veces,Raramente,A veces,A veces,Raramente,A veces,Nunca,A veces,Siempre,A veces,A veces,Raramente,A veces,A veces,A veces
IE0503819,A menudo,Siempre,A veces,A veces,A veces,Raramente,Raramente,A veces,A menudo,A menudo,A veces,Raramente,A menudo,Nunca,A menudo,A menudo,Siempre,A veces,Nunca
IE1604301,Raramente,A veces,A menudo,Siempre,A menudo,Nunca,Siempre,A veces,A veces,Raramente,A veces,A veces,A veces,Raramente,A menudo,Nunca,A menudo,A veces,Nunca
IE9802594,Nunca,A veces,Nunca,Raramente,A veces,A veces,A veces,A menudo,Siempre,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Siempre,A veces,Siempre,Siempre
IE1404165,Raramente,Siempre,A veces,Siempre,A veces,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,A veces,A menudo,Raramente,Siempre,A veces,A veces
IE9303032,A menudo,A veces,Nunca,Nunca,A veces,Nunca,A veces,Siempre,A menudo,Siempre,A menudo,Nunca,Siempre,A menudo,A menudo,Raramente,Raramente,Siempre,Siempre
IE0803580,Raramente,Raramente,A veces,A menudo,A veces,Siempre,A veces,Siempre,A veces,Raramente,A menudo,Siempre,Raramente,Siempre,A veces,A veces,A menudo,A menudo,A veces
IE1902833,A menudo,A menudo,A menudo,A veces,A menudo,Siempre,A menudo,A veces,Raramente,Raramente,A veces,Raramente,A veces,A veces,A menudo,A veces,Raramente,A menudo,Raramente
IE1903473,A menudo,Nunca,Siempre,A veces,A veces,A veces,A veces,A veces,Siempre,A veces,A menudo,Siempre,Nunca,Raramente,Raramente,Raramente,Nunca,A menudo,A veces
IE9100138,A veces,A menudo,Raramente,Nunca,A veces,A veces,Raramente,Nunca,Nunca,Raramente,Siempre,Raramente,A veces,A veces,A menudo,A veces,Raramente,A menudo,A veces
IE9402181,A menudo,A veces,Raramente,A veces,A menudo,Nunca,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,Siempre,Nunca,Siempre,Siempre,A menudo,Raramente,Siempre
IE2302129,A veces,A veces,A veces,Raramente,Siempre,A menudo,A veces,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A menudo,A veces,Raramente,A veces,A veces
IE0103178,A menudo,A veces,Siempre,A menudo,Raramente,A veces,A veces,A menudo,A menudo,A veces,A veces,A veces,A veces,Raramente,A veces,A menudo,A veces,Raramente,Siempre
IE2404638,Raramente,A veces,Raramente,A veces,A menudo,A veces,Raramente,A veces,A menudo,A veces,A veces,Raramente,A veces,A veces,A veces,A veces,Siempre,A veces,A veces
IE1304802,Siempre,A menudo,Siempre,A veces,Raramente,Raramente,A menudo,A menudo,Nunca,A veces,Siempre,Raramente,A veces,Raramente,A menudo,Siempre,Siempre,A menudo,Raramente
IE1604262,Nunca,A menudo,A menudo,Nunca,Raramente,A menudo,A veces,Siempre,A veces,Siempre,A menudo,A menudo,A veces,Raramente,A veces,A menudo,A menudo,A veces,A veces
IE2404345,Nunca,Siempre,A menudo,Raramente,Siempre,Siempre,Raramente,A veces,Siempre,Nunca,A veces,Siempre,Nunca,A veces,Raramente,A veces,A veces,A veces,Raramente
IE2501332,Raramente,A menudo,A veces,Raramente,A menudo,A menudo,Siempre,Nunca,A menudo,Raramente,A veces,A veces,A menudo,Raramente,Raramente,A menudo,A veces,Raramente,Raramente
IE9202018,A veces,A veces,Nunca,Siempre,A menudo,A menudo,A veces,A veces,Nunca,A veces,A menudo,Raramente,Raramente,Nunca,Raramente,A veces,A veces,A veces,A menudo
IE1204543,A veces,Siempre,Raramente,A veces,A menudo,Raramente,A veces,Nunca,Raramente,A menudo,A veces,A menudo,A menudo,A veces,A menudo,Siempre,A veces,A veces,Siempre
IE1702483,A veces,A veces,A menudo,A veces,Siempre,Nunca,Raramente,Raramente,Raramente,A menudo,A veces,A veces,A menudo,A veces,A menudo,A menudo,Nunca,Siempre,A veces
IE0501359,A veces,Siempre,A veces,A veces,Siempre,Raramente,A menudo,A menudo,A veces,Siempre,Siempre,Raramente,A veces,Raramente,Raramente,A menudo,Siempre,A menudo,Siempre
IE1001330,Raramente,Siempre,A menudo,A veces,A veces,A veces,Siempre,Raramente,Nunca,Nunca,A menudo,A menudo,Siempre,Raramente,Raramente,Raramente,A menudo,A menudo,A veces
IE0302151,Raramente,A menudo,A menudo,A menudo,Nunca,Nunca,A veces,Siempre,Raramente,Raramente,Raramente,Raramente,Nunca,A veces,A veces,A veces,A veces,A menudo,Siempre
IE0704531,Nunca,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,Nunca,Siempre,Raramente,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,Nunca,A veces,Siempre
IE1102123,A menudo,Siempre,Raramente,A menudo,A veces,A menudo,Siempre,A veces,Raramente,Siempre,Nunca,Raramente,Nunca,Raramente,Siempre,Siempre,A menudo,Siempre,A menudo
IE1104674,Raramente,A veces,Raramente,A veces,A menudo,A veces,Nunca,Nunca,A menudo,A menudo,A veces,A veces,Nunca,A menudo,Siempre,A menudo,Nunca,Siempre,A menudo
IE1303982,Nunca,Raramente,A veces,A veces,Raramente,A menudo,A veces,A menudo,Raramente,A menudo,Nunca,A veces,A menudo,Nunca,Raramente,A veces,Siempre,A menudo,A veces
IE2201253,A veces,Siempre,A menudo,A menudo,Nunca,A menudo,A menudo,Raramente,Siempre,Siempre,A veces,Raramente,A veces,Siempre,Siempre,A menudo,Siempre,Siempre,Raramente
IE1603279,Raramente,Siempre,A menudo,Siempre,Raramente,A veces,A menudo,A menudo,A veces,Siempre,Raramente,A veces,Nunca,A menudo,Raramente,A veces,Raramente,A veces,A veces
IE0403375,A menudo,A menudo,Raramente,Nunca,A veces,A veces,Siempre,Siempre,A veces,A veces,A menudo,A menudo,A veces,A veces,Nunca,Siempre,A veces,Siempre,A menudo
IE0102815,Siempre,Nunca,Raramente,A menudo,A menudo,A veces,Raramente,A veces,A veces,Siempre,Raramente,A veces,Nunca,A menudo,A menudo,Siempre,Raramente,A veces,Nunca
IE1304720,Siempre,Nunca,A veces,A menudo,A veces,Siempre,A veces,Siempre,Raramente,Raramente,Siempre,A menudo,A menudo,Raramente,Raramente,A veces,A veces,Nunca,A veces
IE0701849,A veces,A menudo,Raramente,Nunca,A menudo,A veces,A veces,Siempre,A menudo,A menudo,A menudo,Raramente,Raramente,Siempre,A menudo,Siempre,Nunca,A veces,Siempre
IE9903038,Nunca,A menudo,A veces,A veces,A veces,Raramente,A menudo,A menudo,A menudo,A menudo,A veces,Siempre,A veces,Raramente,Raramente,Raramente,A veces,A veces,A veces
IE2000389,Nunca,A menudo,A menudo,Siempre,Siempre,Raramente,Siempre,A menudo,A menudo,Raramente,Siempre,A veces,A veces,Nunca,Raramente,A veces,Raramente,A veces,A menudo
IE9000236,Nunca,A veces,A menudo,Raramente,Raramente,A veces,A veces,Nunca,Raramente,Siempre,Raramente,Siempre,Raramente,A menudo,A veces,A veces,A menudo,Siempre,A veces
IE9901078,A menudo,A veces,Raramente,A veces,Raramente,Siempre,Siempre,Raramente,Siempre,A veces,A menudo,Siempre,Siempre,A menudo,Nunca,Siempre,Siempre,Siempre,Nunca
IE9901985,A veces,A menudo,Nunca,A menudo,Raramente,A veces,Raramente,A veces,Siempre,A veces,A veces,Raramente,Siempre,A veces,A veces,Siempre,A veces,A veces,A veces
IE2604364,Nunca,Raramente,A veces,Raramente,Nunca,Raramente,A veces,A menudo,Raramente,A veces,A menudo,Raramente,A veces,Siempre,Raramente,Siempre,Nunca,A veces,Nunca
IE9803963,A menudo,A veces,Siempre,A menudo,A veces,A veces,Nunca,A veces,A menudo,Siempre,A veces,A veces,Raramente,A menudo,Siempre,Siempre,Siempre,A menudo,Siempre
IE0700771,A veces,Nunca,Siempre,Siempre,Raramente,A menudo,Siempre,Nunca,A veces,A veces,Nunca,Siempre,Nunca,Raramente,A menudo,A veces,Nunca,A veces,A veces
IE1502166,Siempre,Raramente,A veces,A menudo,Raramente,A menudo,Raramente,A veces,A veces,A veces,Nunca,A veces,A veces,A menudo,A veces,A menudo,A menudo,A veces,Nunca
IE1504534,Raramente,A veces,Raramente,Raramente,A menudo,A veces,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Nunca,Nunca,A menudo,A veces,A veces
IE9200674,Raramente,A menudo,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,Nunca,A veces,Raramente,A veces,A veces,A veces,Raramente,A menudo,A veces,A menudo,Raramente
IE0600250,Nunca,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,Siempre,A veces,Siempre,Raramente,A menudo,Raramente,A menudo,Nunca
IE0101575,Nunca,A veces,Siempre,A menudo,A veces,Raramente,A veces,Raramente,A veces,A veces,Raramente,A veces,Nunca,A veces,Siempre,A veces,A veces,A menudo,A veces
IE9003420,Siempre,A veces,Siempre,Siempre,A veces,A menudo,A veces,A veces,A menudo,Siempre,Raramente,Siempre,A menudo,A menudo,A veces,Raramente,A veces,A menudo,Raramente
IE1802082,A veces,A veces,Nunca,A menudo,Raramente,A veces,A veces,Raramente,A veces,A veces,A veces,A veces,Raramente,Siempre,Raramente,Siempre,A menudo,Raramente,A veces
IE9101824,A veces,Siempre,A veces,Siempre,A menudo,Raramente,A veces,A menudo,Raramente,A menudo,Nunca,A veces,A veces,A veces,A veces,A menudo,Siempre,Siempre,A veces
IE9805095,Raramente,A veces,A veces,A veces,A menudo,A menudo,A veces,A veces,A veces,A veces,A menudo,A veces,A veces,A veces,A veces,Nunca,Nunca,A menudo,A veces
IE2204545,Raramente,A menudo,A menudo,Siempre,A menudo,Raramente,Nunca,Nunca,Siempre,A veces,A veces,Siempre,A veces,Raramente,Nunca,A menudo,A menudo,Nunca,Nunca
IE0600717,A veces,A menudo,A menudo,A veces,Raramente,Raramente,Raramente,Siempre,A menudo,Siempre,Nunca,Siempre,A veces,A menudo,Raramente,Raramente,A veces,A menudo,A veces
IE9904909,Siempre,Siempre,Siempre,A veces,Raramente,Raramente,A veces,Nunca,Raramente,Siempre,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,Raramente,Raramente
IE1505137,A veces,Raramente,Raramente,A veces,A veces,Raramente,Raramente,Nunca,A menudo,A veces,A veces,A veces,Nunca,A veces,A menudo,Raramente,A veces,Raramente,A menudo
IE0402049,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A veces,A veces,A veces,A veces,A menudo,Raramente,A veces,A menudo,A veces,A veces,A menudo,Siempre,A menudo
IE0004179,Nunca,A menudo,A menudo,A menudo,Siempre,Siempre,A veces,Raramente,A menudo,A menudo,Raramente,Siempre,A menudo,Raramente,Siempre,Siempre,Nunca,Raramente,A menudo
IE9304810,A menudo,A veces,A menudo,A menudo,A veces,Nunca,A menudo,Nunca,Raramente,Raramente,Nunca,A menudo,Nunca,Raramente,A veces,A menudo,A veces,A veces,A menudo
IE1902725,A menudo,Siempre,A veces,Siempre,Raramente,A veces,A veces,Raramente,A menudo,Raramente,Raramente,A veces,A veces,A veces,Raramente,A menudo,A menudo,A menudo,A menudo
IE2005265,Siempre,A veces,A menudo,Siempre,Nunca,A menudo,Raramente,A menudo,Siempre,A menudo,A menudo,Siempre,Nunca,A menudo,Raramente,A veces,Nunca,A menudo,A veces
IE0201461,Raramente,Raramente,A menudo,A veces,Raramente,A veces,A menudo,Siempre,A veces,Raramente,A menudo,Siempre,Raramente,A menudo,A menudo,A veces,Siempre,Nunca,Raramente
IE1801669,Nunca,A menudo,A veces,A veces,Raramente,A menudo,A veces,A veces,A menudo,A veces,Siempre,A menudo,Siempre,Raramente,A veces,Raramente,Siempre,A menudo,A veces
IE9802757,A menudo,A veces,Siempre,Siempre,A veces,A menudo,Raramente,A menudo,Raramente,Raramente,Raramente,Nunca,Nunca,A menudo,Nunca,A menudo,Siempre,A menudo,Siempre
IE0702001,A menudo,A veces,A veces,Raramente,Nunca,Siempre,Nunca,A veces,Siempre,A menudo,A veces,Siempre,Siempre,Raramente,A veces,A menudo,A menudo,Raramente,A veces
IE1404572,A veces,Raramente,Raramente,A menudo,Raramente,Nunca,A menudo,A menudo,A menudo,A menudo,Siempre,Siempre,A veces,A veces,Nunca,A menudo,Raramente,Raramente,Siempre
IE9404614,Raramente,Raramente,Raramente,Siempre,A menudo,A menudo,A veces,Nunca,A veces,Siempre,A menudo,Raramente,A veces,A menudo,A veces,Siempre,Nunca,A menudo,Raramente
IE2500405,A veces,A menudo,A menudo,A veces,A veces,Raramente,Raramente,Raramente,Nunca,Raramente,Raramente,A veces,Siempre,Siempre,A menudo,A menudo,A menudo,Siempre,A veces
IE9300385,A menudo,A veces,A veces,Raramente,A veces,A veces,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,A menudo,Siempre,A veces,A veces,Siempre,Raramente,Siempre
IE1704946,A veces,A veces,Siempre,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A veces,A veces,A veces,Nunca,Raramente,Raramente,Siempre,A veces,Raramente,Siempre
IE0802153,A menudo,Raramente,A veces,A menudo,A menudo,Raramente,Raramente,Raramente,Nunca,A menudo,A menudo,Raramente,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,A veces
IE0201634,Siempre,Nunca,Nunca,Nunca,A veces,A menudo,Raramente,A veces,A veces,Raramente,Siempre,A menudo,A veces,Nunca,A veces,Raramente,Raramente,A menudo,Siempre
IE9605045,A veces,Siempre,A menudo,A menudo,A veces,A veces,A menudo,Raramente,A veces,Nunca,A veces,A menudo,A menudo,A veces,Raramente,A veces,Raramente,Raramente,A veces
IE9304785,A menudo,Nunca,A menudo,A menudo,Siempre,Raramente,A veces,A veces,Raramente,Raramente,A veces,A veces,Nunca,Nunca,A menudo,Siempre,Nunca,A menudo,A menudo
IE2003926,Siempre,Raramente,A veces,A menudo,A menudo,Raramente,A veces,A veces,Nunca,Raramente,A veces,A veces,Siempre,A menudo,A veces,A menudo,A veces,A menudo,A menudo
IE2404159,A veces,A menudo,Raramente,Raramente,A veces,Siempre,Siempre,A menudo,Nunca,A veces,A menudo,A veces,A veces,A veces,Raramente,Raramente,Raramente,A veces,A veces
IE2300224,Siempre,A veces,A veces,A menudo,A menudo,A veces,Raramente,A veces,A veces,A menudo,A menudo,A veces,Nunca,Siempre,Nunca,A veces,Nunca,A veces,A menudo
IE9102194,Nunca,A veces,Nunca,Raramente,Nunca,A veces,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A menudo,Siempre,Raramente,A veces,A menudo,Siempre,Siempre
IE1803137,Nunca,Nunca,A veces,A veces,A veces,A veces,Raramente,A veces,Raramente,A veces,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A veces,Siempre,Siempre
IE0904470,Raramente,A veces,Raramente,Nunca,A menudo,A veces,A veces,Siempre,Nunca,Siempre,A veces,A veces,Nunca,Raramente,A menudo,Siempre,Siempre,A menudo,A veces
IE1601825,Raramente,A veces,Siempre,Nunca,Nunca,Raramente,Raramente,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,A menudo,A veces,A veces,A menudo,Siempre
IE2205060,Raramente,Siempre,A menudo,Nunca,A veces,Nunca,A veces,A menudo,Raramente,A veces,A menudo,Raramente,A veces,A veces,Nunca,Siempre,Siempre,A menudo,A veces
IE2000798,Raramente,Siempre,Nunca,Raramente,Siempre,A veces,A veces,A menudo,A menudo,A veces,A veces,Siempre,Raramente,Siempre,A veces,A veces,A veces,A menudo,A veces
IE9402872,A veces,A veces,A menudo,Raramente,Nunca,A veces,Raramente,A veces,A veces,Raramente,Raramente,A menudo,Nunca,Siempre,Nunca,A menudo,A menudo,A menudo,A veces
IE9500010,Nunca,Nunca,A menudo,A veces,A veces,Nunca,A veces,Raramente,Siempre,Siempre,A menudo,A menudo,Nunca,A menudo,Siempre,Raramente,A veces,A veces,Raramente
IE2301945,Nunca,Siempre,Raramente,A veces,Raramente,Raramente,A menudo,A veces,Raramente,Nunca,Siempre,Raramente,A menudo,Siempre,A menudo,Siempre,A menudo,Raramente,A menudo
IE0301839,A veces,A veces,A veces,Raramente,Nunca,A veces,Nunca,A menudo,A veces,Raramente,A menudo,Raramente,Siempre,Nunca,A veces,A menudo,A menudo,Raramente,A menudo
IE2404805,A veces,A veces,Nunca,A veces,Raramente,A veces,Nunca,Nunca,Siempre,A veces,A veces,A menudo,A menudo,Raramente,A veces,Nunca,A veces,Siempre,Raramente
IE2500256,A veces,A menudo,A menudo,A veces,Raramente,Raramente,Nunca,A menudo,A menudo,Nunca,A menudo,Raramente,A veces,Raramente,A veces,A menudo,Raramente,A menudo,A menudo
IE9704486,Raramente,A menudo,Nunca,A veces,A veces,A veces,Raramente,Nunca,A menudo,Siempre,A veces,Nunca,A veces,Raramente,A veces,A veces,A menudo,A menudo,Nunca
IE1004962,A menudo,Siempre,A menudo,A menudo,Siempre,A veces,Siempre,A veces,A veces,A veces,Raramente,Nunca,A veces,A veces,Siempre,A veces,Nunca,A veces,Nunca
IE0301582,A menudo,A veces,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,Raramente,Raramente,A veces,A menudo,Raramente,Nunca,A menudo,Siempre,A menudo,Raramente,A veces
IE0302957,A veces,A menudo,A veces,Siempre,A veces,A menudo,A veces,A veces,Raramente,A veces,Nunca,A menudo,Siempre,A menudo,A menudo,A menudo,Siempre,A veces,A veces
IE9600925,A veces,Siempre,A veces,A menudo,A menudo,A veces,A menudo,Raramente,Nunca,Nunca,A menudo,Siempre,Nunca,Raramente,Raramente,Raramente,A veces,Siempre,Raramente
IE1904879,A menudo,Raramente,A menudo,Raramente,A menudo,Siempre,Siempre,Raramente,Raramente,A veces,A menudo,Siempre,A veces,Raramente,A menudo,A menudo,A veces,A menudo,Siempre
IE0702509,Nunca,Nunca,A menudo,Nunca,Raramente,Siempre,Raramente,A menudo,Nunca,A veces,Siempre,Siempre,A veces,Raramente,A veces,A veces,Raramente,Siempre,Siempre
IE1303776,Nunca,A veces,Nunca,A menudo,Raramente,Raramente,A veces,Raramente,A menudo,Nunca,Siempre,A veces,Raramente,Siempre,Raramente,A menudo,Raramente,A menudo,Siempre
IE0404836,A menudo,A menudo,A veces,A veces,Siempre,A menudo,A veces,A veces,Siempre,Siempre,Nunca,A veces,Nunca,Siempre,A veces,A veces,A menudo,A menudo,Raramente
IE1904137,A menudo,A veces,A menudo,A veces,A veces,A veces,Nunca,A veces,Raramente,Siempre,Raramente,Siempre,A veces,Siempre,A veces,A menudo,A veces,A veces,A menudo
IE2402780,A menudo,Siempre,Siempre,A veces,Siempre,A menudo,A veces,A veces,Raramente,A menudo,Siempre,A veces,Nunca,A menudo,A menudo,Raramente,A menudo,A veces,A menudo
IE2300540,A veces,A veces,Siempre,Nunca,Siempre,Raramente,Raramente,A veces,Siempre,Nunca,Nunca,A veces,A menudo,A veces,Raramente,Siempre,A veces,Siempre,A veces
IE2102746,Raramente,A menudo,A menudo,A menudo,Raramente,Raramente,Raramente,Siempre,Raramente,A veces,A menudo,Siempre,A veces,A veces,A menudo,Raramente,Raramente,A veces,A menudo
IE0704952,Nunca,Nunca,A menudo,Nunca,Raramente,Raramente,Raramente,A veces,A veces,Raramente,A menudo,Siempre,A veces,Siempre,A veces,Raramente,A veces,A menudo,Nunca
IE0105030,A menudo,A veces,A menudo,A menudo,A veces,A menudo,A veces,A veces,A menudo,A veces,Raramente,A veces,Nunca,Raramente,A menudo,Raramente,A veces,Siempre,Raramente
IE0801146,Raramente,Siempre,Raramente,Nunca,Siempre,A menudo,A menudo,Raramente,Siempre,Raramente,A menudo,Siempre,A veces,A menudo,Raramente,Siempre,Siempre,A menudo,A menudo
IE9804469,Raramente,Siempre,Nunca,A veces,A veces,Raramente,Nunca,Siempre,Nunca,A veces,A veces,A veces,A veces,A veces,Raramente,Raramente,Nunca,A veces,Raramente
